geo_point,geo_shape,grid_code,source,to_node,arcid,from_node,route_length_m
"-37.80853924156363, 144.93821907333688","{""coordinates"": [[[144.9379201008426, -37.808320356802945], [144.93795365863815, -37.80833896792177], [144.93797636461812, -37.80833936553903], [144.93800967186078, -37.808366983985266], [144.93800917070817, -37.80838499867091], [144.9383533470792, -37.80867038876855], [144.93843281838622, -37.80867178015045], [144.93848908256734, -37.80869078865202], [144.9385231417105, -37.808691384926135], [144.9385453467783, -37.80870979712747]]], ""type"": ""MultiLineString""}",1,2008 DEM to stream order using ESRI Spatial Analy*,3048,3436,2981,73.90240432689416
"-37.80913912873194, 144.96912366831347","{""coordinates"": [[[144.96906916585303, -37.80900590370421], [144.96907928512618, -37.809051137101655], [144.9691868952317, -37.80926927559192]]], ""type"": ""MultiLineString""}",4,2008 DEM to stream order using ESRI Spatial Analy*,3053,3438,3014,31.099019512143173
"-37.80927634500906, 144.96918986806756","{""coordinates"": [[[144.9691868952317, -37.80926927559192], [144.96918664843454, -37.80927828310896], [144.96919800179003, -37.809278478912205]]], ""type"": ""MultiLineString""}",4,2008 DEM to stream order using ESRI Spatial Analy*,3055,3441,3053,2.0000000031432137
"-37.80864292901042, 144.9604945148987","{""coordinates"": [[[144.96024529449548, -37.80811442053658], [144.9603210483342, -37.80825090916858], [144.96033091428606, -37.80830515063552], [144.9603531248508, -37.80832355887738], [144.9604061727511, -37.808459654156685], [144.9604496026127, -37.808532500488006], [144.9604597165383, -37.808577734476316], [144.96048167936615, -37.808605150165675], [144.9605347276832, -37.80874124539356], [144.96059962509148, -37.80885952229128], [144.9606097391448, -37.80890475626828], [144.96067463680598, -37.80902303312916], [144.96068475092312, -37.80906826710049], [144.9607281813926, -37.809141113340154], [144.9607271900978, -37.80917714321949]]], ""type"": ""MultiLineString""}",4,2008 DEM to stream order using ESRI Spatial Analy*,3060,3446,2770,126.51370737727723
"-37.809307033269036, 144.94936036857794","{""coordinates"": [[[144.9494030407534, -37.809160719183744], [144.94940204395505, -37.809196748808], [144.94941314795946, -37.809205953923744], [144.9493990535493, -37.80930483767935], [144.9493872019247, -37.80932265477939], [144.94930598488375, -37.809384322604195], [144.94926007352348, -37.80940154652422], [144.94924822184953, -37.80941936360858]]], ""type"": ""MultiLineString""}",4,2008 DEM to stream order using ESRI Spatial Analy*,3110,3499,3085,35.30334142599416
"-37.779738391979, 144.9614059783633","{""coordinates"": [[[144.96140030397282, -37.77973829376699], [144.96141165275375, -37.779738490191015]]], ""type"": ""MultiLineString""}",2,2008 DEM to stream order using ESRI Spatial Analy*,96,85,95,1.0000000024447218
"-37.77974251664274, 144.9616443027868","{""coordinates"": [[[144.96163862839518, -37.7797424184422], [144.9616499771784, -37.779742614843286]]], ""type"": ""MultiLineString""}",2,2008 DEM to stream order using ESRI Spatial Analy*,117,106,116,1.000000000174623
"-37.779742713043284, 144.96165565157008","{""coordinates"": [[[144.9616499771784, -37.779742614843286], [144.96166132596173, -37.77974281124328]]], ""type"": ""MultiLineString""}",2,2008 DEM to stream order using ESRI Spatial Analy*,118,107,117,0.9999999995925464
"-37.77974260110118, 144.96138883145136","{""coordinates"": [[[144.961388955192, -37.77973809734187], [144.96138870771074, -37.77974710486049]]], ""type"": ""MultiLineString""}",2,2008 DEM to stream order using ESRI Spatial Analy*,135,134,94,1.0000000018626451
"-37.77974739949771, 144.96140573088405","{""coordinates"": [[[144.96140005649292, -37.77974730128567], [144.96141140527521, -37.77974749770976]]], ""type"": ""MultiLineString""}",3,2008 DEM to stream order using ESRI Spatial Analy*,137,137,136,1.0000000001164153
"-37.77974779234371, 144.96142842844884","{""coordinates"": [[[144.9614227540576, -37.77974769413276], [144.9614341028401, -37.77974789055466]]], ""type"": ""MultiLineString""}",3,2008 DEM to stream order using ESRI Spatial Analy*,139,141,138,0.9999999986030161
"-37.77974798876507, 144.96143977723142","{""coordinates"": [[[144.9614341028401, -37.77974789055466], [144.96144545162272, -37.779748086975474]]], ""type"": ""MultiLineString""}",3,2008 DEM to stream order using ESRI Spatial Analy*,140,143,139,1.0000000002328306
"-37.77974857802259, 144.96147382357978","{""coordinates"": [[[144.9614681491883, -37.779748479813826], [144.96147949797125, -37.779748676231364]]], ""type"": ""MultiLineString""}",3,2008 DEM to stream order using ESRI Spatial Analy*,143,149,142,1.0000000001164153
"-37.779747118603325, 144.9616498534536","{""coordinates"": [[[144.9616499771784, -37.779742614843286], [144.96164972972875, -37.77975162236336]]], ""type"": ""MultiLineString""}",2,2008 DEM to stream order using ESRI Spatial Analy*,158,180,117,1.0000000009313226
"-37.77975172056338, 144.9616554041211","{""coordinates"": [[[144.96164972972875, -37.77975162236336], [144.96166107851346, -37.779751818763415]]], ""type"": ""MultiLineString""}",3,2008 DEM to stream order using ESRI Spatial Analy*,159,181,158,0.9999999993597157
"-37.77936921019939, 144.96165978914817","{""coordinates"": [[[144.96122989705225, -37.778915270226484], [144.96137396489596, -37.779043929095906], [144.96137272751022, -37.779088966693706], [144.96141713234812, -37.77912578246147], [144.96140380386746, -37.779197646197375], [144.9613924551693, -37.77919744977496], [144.96139196021707, -37.77921546481387], [144.96141391519816, -37.77924288021648], [144.96142501643095, -37.779252084156596], [144.9614479613143, -37.77924346947482], [144.96145856761453, -37.779270688451334], [144.96150297260115, -37.77930750419003], [144.96157254962736, -37.779254637525064], [144.96160634830167, -37.7792642342583], [144.9616058534002, -37.779282249299406], [144.96162805592917, -37.779300657144056], [144.9616226120394, -37.77949882259426], [144.96164481463504, -37.77951723043711], [144.96164357739258, -37.77956226803889], [144.96167712877056, -37.779580872276064], [144.96167836599352, -37.779535834673496], [144.9616902096311, -37.77951801602858], [144.96171265968977, -37.77952741633853], [144.9617242558793, -37.779518605210725], [144.96174030591607, -37.77934765870274], [144.96176325079566, -37.77933904395947], [144.96180740855095, -37.77938486710992], [144.9618069136961, -37.7794028821529], [144.96195098348142, -37.77953154036254], [144.96195048865883, -37.779549555406696], [144.96198379270464, -37.77957716708072], [144.96198305048128, -37.77960418964726], [144.96202795073495, -37.77962299015474], [144.96201585975473, -37.77964981635747], [144.962049163869, -37.779677428014566], [144.96203756769094, -37.77968623917455], [144.96208098362538, -37.77975908479793]]], ""type"": ""MultiLineString""}",1,2008 DEM to stream order using ESRI Spatial Analy*,167,198,61,197.94400741003568
"-37.78011282411848, 144.95725396719445","{""coordinates"": [[[144.9572246453871, -37.780053454685955], [144.95728064543798, -37.78008146129805], [144.95727965350582, -37.78011749127801], [144.95720982470644, -37.78017936278137]]], ""type"": ""MultiLineString""}",1,2008 DEM to stream order using ESRI Spatial Analy*,188,217,181,19.05049635053694
"-37.78034454802434, 144.9560602791371","{""coordinates"": [[[144.95595922202787, -37.78023877224869], [144.95603717495092, -37.78029419580414], [144.95602557798605, -37.780303006347665], [144.95604777937567, -37.780321415210366], [144.95605813567414, -37.780357642103475], [144.95611363922905, -37.7804036642389], [144.9561464451477, -37.78044929248457], [144.9561459489, -37.78046730746071]]], ""type"": ""MultiLineString""}",1,2008 DEM to stream order using ESRI Spatial Analy*,203,226,191,32.487310477007824
"-37.780273282535575, 144.94487398564542","{""coordinates"": [[[144.94489978682404, -37.780253594875546], [144.94487634087022, -37.780280221115646], [144.94484229463143, -37.780279627055464]]], ""type"": ""MultiLineString""}",1,2008 DEM to stream order using ESRI Spatial Analy*,204,229,201,6.605551278184773
"-37.780496991115484, 144.95140471920652","{""coordinates"": [[[144.9514114963474, -37.78045715078253], [144.95139940142766, -37.78048397577614], [144.9514092580574, -37.78053821793451]]], ""type"": ""MultiLineString""}",2,2008 DEM to stream order using ESRI Spatial Analy*,208,234,207,9.245040190223996
"-37.780597857924135, 144.94552041394093","{""coordinates"": [[[144.94549179252743, -37.78060637045757], [144.94554903535442, -37.78058934539071]]], ""type"": ""MultiLineString""}",1,2008 DEM to stream order using ESRI Spatial Analy*,213,242,217,5.385164806821046
"-37.78072778881895, 144.9513607095759","{""coordinates"": [[[144.95135888860892, -37.78071757758148], [144.95136998876262, -37.780726782437696], [144.95134704233237, -37.78073539510618]]], ""type"": ""MultiLineString""}",1,2008 DEM to stream order using ESRI Spatial Analy*,220,247,219,3.650281541146647
"-37.78036518352827, 144.9504406255772","{""coordinates"": [[[144.94979145433666, -37.77991529052816], [144.94981340512552, -37.77994270797241], [144.95023719183123, -37.78022043741935], [144.95107267973754, -37.780802716930495], [144.95109537747857, -37.780803111776194]]], ""type"": ""MultiLineString""}",2,2008 DEM to stream order using ESRI Spatial Analy*,225,252,180,151.96939133046004
"-37.781884545622745, 144.95222761341483","{""coordinates"": [[[144.95193103870625, -37.781790918691144], [144.95195348811708, -37.78180032084263], [144.95196508578957, -37.78179151072312], [144.95201023326445, -37.78180130754651], [144.9520654866273, -37.78185633900103], [144.95216737935957, -37.78186712241701], [144.95223472777354, -37.78189532872814], [144.95230331925586, -37.78187849768104], [144.95233637199135, -37.78191511946425], [144.9523590700905, -37.78191551407634], [144.95238127100248, -37.781933923613295], [144.95247131767806, -37.78196252439677], [144.9524935186324, -37.78198093391364], [144.95252756581485, -37.78198152578559]]], ""type"": ""MultiLineString""}",1,2008 DEM to stream order using ESRI Spatial Analy*,297,343,276,61.87263923122551
"-37.782307877866046, 144.9632940417468","{""coordinates"": [[[144.9632825689232, -37.782312185375275], [144.96330551457035, -37.78230357035682]]], ""type"": ""MultiLineString""}",1,2008 DEM to stream order using ESRI Spatial Analy*,303,352,304,2.236067975104914
"-37.78191267405803, 144.94457540814278","{""coordinates"": [[[144.9447088376928, -37.78181831213936], [144.94470833864463, -37.78183632698225], [144.94462714902582, -37.78189799261157], [144.944512660917, -37.78193204174196], [144.94443122147405, -37.78200271464724]]], ""type"": ""MultiLineString""}",2,2008 DEM to stream order using ESRI Spatial Analy*,306,355,295,33.299970363359826
"-37.78115645699781, 144.91440634607443","{""coordinates"": [[[144.91465240654992, -37.78065015275273], [144.9146176012972, -37.78067657171013], [144.91462743090196, -37.78073081615469], [144.9145812769996, -37.7807570341652], [144.91455756710278, -37.780792661291386], [144.91455680758156, -37.78081968304502], [144.91453411035928, -37.78081928116089], [144.91449905180272, -37.78085470732983], [144.91449677316703, -37.78093577258639], [144.91448517135484, -37.78094457888916], [144.9144836522504, -37.780998622392374], [144.91449474770548, -37.78100783059119], [144.91447129086833, -37.78103445044458], [144.91446977174888, -37.78108849394649], [144.91445816990887, -37.78109730024559], [144.91446926537483, -37.781106508447], [144.91444555530566, -37.78114213554377], [144.91445665077643, -37.78115134374646], [144.9144551316399, -37.78120538724679], [144.914420579244, -37.781222798884], [144.91443142153025, -37.78124101433902], [144.91441981966113, -37.781249820633285], [144.91438602683212, -37.78124021051053], [144.9143638358859, -37.78122179409084], [144.91413686248185, -37.78121777464519], [144.91412475412272, -37.781244595405674], [144.91419233971916, -37.781263815789806], [144.91436206347626, -37.781284844836684], [144.91439509672816, -37.781321476715284], [144.91441779410195, -37.78132187863069], [144.91442863640086, -37.78134009408609], [144.91441602173174, -37.78138492937764], [144.9144369467688, -37.78144838203669], [144.91442458527922, -37.78148421007856], [144.9144467763165, -37.78150262648879], [144.91444626992933, -37.78152064098777], [144.9144233192978, -37.781529246325405], [144.91440087505975, -37.78151983715998], [144.91435421416702, -37.7815640695593]]], ""type"": ""MultiLineString""}",2,2008 DEM to stream order using ESRI Spatial Analy*,311,362,240,171.25440106879353
"-37.782095741873704, 144.95941357949903","{""coordinates"": [[[144.95944758752302, -37.78179521710279], [144.9594162184661, -37.782110086503465], [144.95940462159348, -37.78211889738067], [144.95940140092193, -37.78223599492922], [144.95938980402724, -37.78224480580417], [144.95938683106527, -37.78235289584576], [144.95937523415003, -37.78236170671854], [144.9593744909026, -37.782388729228366]]], ""type"": ""MultiLineString""}",3,2008 DEM to stream order using ESRI Spatial Analy*,313,365,265,67.29973697479548
"-37.78372554516568, 144.94099599438772","{""coordinates"": [[[144.94076489248846, -37.783596836286414], [144.94085543627816, -37.78360743108127], [144.94121086265534, -37.78389300933629]]], ""type"": ""MultiLineString""}",3,2008 DEM to stream order using ESRI Spatial Analy*,386,436,381,52.61559657176064
"-37.783866539170425, 144.9534859085599","{""coordinates"": [[[144.95285072064294, -37.78343804052803], [144.95282727641123, -37.78346466839162], [144.9528381285967, -37.78348288058741], [144.95282628219638, -37.78350069825059], [144.9528247908708, -37.78355474303859], [144.95284699237442, -37.783573152500516], [144.95290349036367, -37.783583146278204], [144.95294814197888, -37.78361095770469], [144.95298119577384, -37.78364757932839], [144.95302634451954, -37.78365737579591], [144.9530371967808, -37.783675587975026], [144.95308184850253, -37.783703399353456], [144.95307000212196, -37.78372121704122], [144.95310355307038, -37.78373982370146], [144.95312625173844, -37.78374021818185], [144.95317040650372, -37.783786044460776], [144.9531931051869, -37.783786438928686], [144.9532049515496, -37.78376862122816], [144.9532510944208, -37.78374238774587], [144.9532851424274, -37.78374297942221], [144.9533310367607, -37.78372575337431], [144.95335373542767, -37.78372614781076], [144.95336458778002, -37.783744359962114], [144.9533870379651, -37.783753761859735], [144.9534331807657, -37.78372752830389], [144.95346698029113, -37.78373712739538], [144.953501525248, -37.78371970407295], [144.95352422391557, -37.78372009847649], [144.95356813045592, -37.78377493208157], [144.95353308854584, -37.783810370359575], [144.95351999988935, -37.78387322543553], [144.95356490038404, -37.78389202917041], [144.95362164718782, -37.78389301514435], [144.95369910510394, -37.78396645521379], [144.95374375725558, -37.78399426635218], [144.95380025570367, -37.78400425971167], [144.95382245758734, -37.78402266899925], [144.9538103628874, -37.784049494233734], [144.95383281322353, -37.784058896050226], [144.95385476669696, -37.78408631280183], [144.95387721705004, -37.78409571461028], [144.95391151365956, -37.78408729864045], [144.95392211777366, -37.7841145182148], [144.9539559175429, -37.78412411717228], [144.95395566912046, -37.784133124642395], [144.95400032147026, -37.78416093568843], [144.95402326869439, -37.78415232252934], [144.95404547067798, -37.78417073177731], [144.95403337603105, -37.784197557035704], [144.95406692744382, -37.78421616343324], [144.9540651885728, -37.7842792157271], [144.95408763901162, -37.78428861749761], [144.9540873906037, -37.784297624968204], [144.95402964981363, -37.784332669090645], [144.95402915298274, -37.78435068403105]]], ""type"": ""MultiLineString""}",1,2008 DEM to stream order using ESRI Spatial Analy*,402,446,371,204.06743266523165
