_id,geo_point_2d,geo_shape,built,dnstr_pit,upstr_inv,upstr_pit,ref,width_mm,condition,carrying,operator,diameter,material,height_mm,form,mat_desc,dnstr_inv
101,"-37.815878399368096, 144.93708282112212","{""coordinates"": [[144.93704619441144, -37.815892344028676], [144.9371194478328, -37.815864454707516]], ""type"": ""LineString""}",2012-02-15,,,,1503736,0,4.92773767011399,Stormwater,City of Melbourne,525,Concrete,0,Pipe,,
102,"-37.793840665366574, 144.91836742627942","{""coordinates"": [[144.91815433681685, -37.79396355497308], [144.91858051574195, -37.79371777576007]], ""type"": ""LineString""}",1995-01-01,1145019,,1151027,1133510,0,4.51848157620416,Stormwater,City of Melbourne,300,Concrete,0,Pipe,RCP up to 375 Diameter,
103,"-37.789382596131276, 144.95913997408755","{""coordinates"": [[144.9591989799296, -37.78934573487868], [144.9590809682455, -37.78941945738388]], ""type"": ""LineString""}",1944-01-01,1150042,,1147627,1130633,0,3.29844838681481,Stormwater,City of Melbourne,375,Earthenware,0,Pipe,Earthenware,
104,"-37.82076754835494, 144.9553727592031","{""coordinates"": [[144.955355775484, -37.820729546507174], [144.95538974292222, -37.82080555020269]], ""type"": ""LineString""}",1942-01-01,1140322,,1140323,1128116,0,3.25086298796531,Stormwater,City of Melbourne,225,Earthenware,0,Pipe,Earthenware,
105,"-37.81617286591269, 144.9372874210444","{""coordinates"": [[144.9372554198054, -37.81618503885714], [144.93731942228337, -37.81616069296823]], ""type"": ""LineString""}",2012-02-15,,,,1503810,0,4.92773764198145,Stormwater,City of Melbourne,375,Concrete,0,Pipe,,
106,"-37.81600190240493, 144.9379378225754","{""coordinates"": [[144.9378505216193, -37.81603511008243], [144.93802512353147, -37.815968694727424]], ""type"": ""LineString""}",2012-02-15,,,,1503824,0,4.92773763636992,Stormwater,City of Melbourne,375,Concrete,0,Pipe,,
107,"-37.81581798048559, 144.93759126523724","{""coordinates"": [[144.93749909913282, -37.81585304066043], [144.93768343134164, -37.815782920310745]], ""type"": ""LineString""}",2012-02-15,,,,1503825,0,4.92773763598512,Stormwater,City of Melbourne,375,Concrete,0,Pipe,,
108,"-37.81589625044643, 144.9373855082597","{""coordinates"": [[144.93727191393018, -37.81593946197424], [144.9374991025892, -37.815853038918625]], ""type"": ""LineString""}",2012-02-15,,,,1503756,0,4.92773766223645,Stormwater,City of Melbourne,375,Concrete,0,Pipe,,
109,"-37.7974093232492, 144.92345181296974","{""coordinates"": [[144.9234887834976, -37.79745033912376], [144.92341484244187, -37.79736830737463]], ""type"": ""LineString""}",,1511312,,1511313,1511419,,5.0,Stormwater,City of Melbourne,,Unknown,,Pipe,,
110,"-37.81349433447744, 144.97757902556654","{""coordinates"": [[144.9776175079846, -37.81326157998752], [144.97754054314848, -37.81372708896736]], ""type"": ""LineString""}",1938-01-01,1147165,,1147166,1132727,0,3.32510628991654,Stormwater,City of Melbourne,450,Concrete,0,Pipe,RCP 450 & 525 Diameter,
111,"-37.80721289996835, 144.95503764921494","{""coordinates"": [[144.95500780704188, -37.80738136386698], [144.955067491388, -37.80704443606971]], ""type"": ""LineString""}",1995-01-01,1143623,,1143619,1128837,0,4.51848349228155,Stormwater,City of Melbourne,300,Concrete,0,Pipe,RCP up to 375 Diameter,
112,"-37.83671592608573, 144.977282255087","{""coordinates"": [[144.97732175189643, -37.83652242542337], [144.9772427582776, -37.83690942674809]], ""type"": ""LineString""}",1989-01-01,1142538,,1142112,1132306,0,4.37733780134445,Stormwater,City of Melbourne,300,Concrete,0,Pipe,RCP up to 375 Diameter,
113,"-37.83267445871428, 144.97294404536933","{""coordinates"": [[144.97297826083795, -37.83255913513728], [144.9729098299007, -37.83278978229128]], ""type"": ""LineString""}",,1472908,,1472901,1473414,,2.0,Stormwater,City of Melbourne,250,Plastic,,Pipe,,
114,"-37.83253474853032, 144.972909362111","{""coordinates"": [[144.97284046338407, -37.832510361923354], [144.97297826083795, -37.83255913513728]], ""type"": ""LineString""}",,1472901,,1472902,1473415,,3.0,Stormwater,City of Melbourne,150,Plastic,,Pipe,,
115,"-37.816567543004716, 144.95476846921997","{""coordinates"": [[144.95476474025966, -37.8165594798598], [144.95477219818025, -37.816575606149634]], ""type"": ""LineString""}",1972-01-01,1149007,,1140230,1127769,0,3.96511625348081,Stormwater,City of Melbourne,300,Earthenware,0,Pipe,Earthenware,
116,"-37.81105863647548, 144.9816588899517","{""coordinates"": [[144.98168135927756, -37.81101562985229], [144.98163642062585, -37.81110164309867]], ""type"": ""LineString""}",,,,1154646,1154395,0,,Stormwater,City of Melbourne,150,Plastic,0,Pipe,Unknown,
117,"-37.82587464819314, 144.96642589308098","{""coordinates"": [[144.96645773188482, -37.825853500539644], [144.96639405427715, -37.82589579584664]], ""type"": ""LineString""}",1981-01-01,1152025,,1141841,1138857,0,4.27061905667881,Stormwater,City of Melbourne,1050,Concrete,0,Pipe,RCP 600 Diameter and above,
118,"-37.80467214685408, 144.94388457595898","{""coordinates"": [[144.9443026971133, -37.804716978295176], [144.94346645480462, -37.80462731541299]], ""type"": ""LineString""}",1940-01-01,1144491,,1144492,1137614,0,3.20320744214967,Stormwater,City of Melbourne,225,Earthenware,0,Pipe,Unknown,
119,"-37.82143995719679, 144.95033089087553","{""coordinates"": [[144.9503921065146, -37.821410047296375], [144.95026967523646, -37.82146986709719]], ""type"": ""LineString""}",2005-01-01,1153790,0.98,1153791,1139366,0,4.77376738249985,Stormwater,City of Melbourne,375,Concrete,0,Pipe,RCP up to 375 Diameter,0.85
120,"-37.81734274251697, 144.96466830955012","{""coordinates"": [[144.96460639167958, -37.817207067208024], [144.96473022742063, -37.817478417825924]], ""type"": ""LineString""}",1884-01-01,1150412,,1148917,1131742,2150,,Stormwater,4,0,Brick,2600,Pipe,Main Drain,
121,"-37.832505186598695, 144.9728564855548","{""coordinates"": [[144.97286533121138, -37.83250889764818], [144.9728476398982, -37.83250147554921]], ""type"": ""LineString""}",,1472903,,,1473480,,3.0,Stormwater,City of Melbourne,100,Unknown,,Pipe,,
122,"-37.80962122480467, 144.95156351618922","{""coordinates"": [[144.9519103266565, -37.80948967742426], [144.95121670572195, -37.809752772185085]], ""type"": ""LineString""}",2012-11-02,,,,1516929,0,4.94318791039814,Stormwater,City of Melbourne,375,Concrete,0,Pipe,,
123,"-37.814321232100994, 144.9742502490074","{""coordinates"": [[144.9741984726535, -37.81432938825681], [144.97430202536134, -37.814313075945186]], ""type"": ""LineString""}",1906-01-01,1148928,,1143324,1127539,0,2.39372037698522,Stormwater,City of Melbourne,300,Earthenware,0,Pipe,Earthenware,
124,"-37.82192572266632, 144.93684161335864","{""coordinates"": [[144.93687594003484, -37.8219335128219], [144.93680728668244, -37.821917932510736]], ""type"": ""LineString""}",2012-02-15,,,,1506115,0,4.92926695334451,Stormwater,City of Melbourne,750,Concrete,0,Pipe,,
125,"-37.82198303230746, 144.93679626139692","{""coordinates"": [[144.9367866477412, -37.82197500698143], [144.9368058750526, -37.82199105763349]], ""type"": ""LineString""}",2012-02-15,,,,1506116,0,4.92773758978878,Stormwater,City of Melbourne,600,Concrete,0,Pipe,,
126,"-37.82197376787272, 144.93718080365906","{""coordinates"": [[144.93743821781254, -37.82203216383491], [144.93692338950558, -37.821915371910535]], ""type"": ""LineString""}",2012-02-15,,,,1506117,0,4.92926695259122,Stormwater,City of Melbourne,750,Concrete,0,Pipe,,
127,"-37.82187894824111, 144.93682132285784","{""coordinates"": [[144.93680728668244, -37.821917932510736], [144.93683535903324, -37.82183996397147]], ""type"": ""LineString""}",2012-02-15,,,,1506118,0,4.9277375890192,Stormwater,City of Melbourne,375,Concrete,0,Pipe,,
128,"-37.82191849730881, 144.93687423148307","{""coordinates"": [[144.9368725229313, -37.821903481795715], [144.93687594003484, -37.8219335128219]], ""type"": ""LineString""}",2012-02-15,,,,1506119,0,4.92926695184838,Stormwater,City of Melbourne,750,Concrete,0,Pipe,,
129,"-37.82194646974608, 144.93679696721182","{""coordinates"": [[144.93680728668244, -37.821917932510736], [144.9367866477412, -37.82197500698143]], ""type"": ""LineString""}",2012-02-15,,,,1506120,0,4.9277375882603,Stormwater,City of Melbourne,600,Concrete,0,Pipe,,
130,"-37.791622054679536, 144.9214189402926","{""coordinates"": [[144.9213825121634, -37.79164278080123], [144.92145536842182, -37.791601328557846]], ""type"": ""LineString""}",1995-01-01,1145006,,1145005,1133413,0,4.51848161831115,Stormwater,City of Melbourne,300,Concrete,0,Pipe,RCP up to 375 Diameter,
131,"-37.811426709463134, 144.9458509237267","{""coordinates"": [[144.94582407830086, -37.81139288194419], [144.94587776915253, -37.811460536982075]], ""type"": ""LineString""}",1910-01-01,1150089,,1150090,1130809,0,2.51849877366417,Stormwater,City of Melbourne,1150,Brick,0,Pipe,Brick Barrel,
132,"-37.80888091924304, 144.97317002174645","{""coordinates"": [[144.973202521394, -37.808655916954635], [144.97313752209888, -37.80910592153144]], ""type"": ""LineString""}",1940-01-01,1147063,,1147066,1136935,0,3.20320769923218,Stormwater,City of Melbourne,300,Earthenware,0,Pipe,Unknown,
133,"-37.82753900898574, 144.973025334892","{""coordinates"": [[144.97298337966558, -37.827562983376694], [144.97306729011842, -37.82751503459479]], ""type"": ""LineString""}",,1376105,,,1376812,,3.0,Stormwater,City of Melbourne,150,Plastic,,Pipe,,
134,"-37.82715579803181, 144.97267651495082","{""coordinates"": [[144.972644421983, -37.82716938034698], [144.97270860791863, -37.827142215716634]], ""type"": ""LineString""}",,1376106,,,1376826,,3.0,Stormwater,City of Melbourne,150,Plastic,,Pipe,,
135,"-37.81409928137368, 144.96583404230284","{""coordinates"": [[144.96577558455604, -37.81397075414619], [144.96589250004962, -37.81422780860117]], ""type"": ""LineString""}",1911-01-01,1149179,,1149178,1128060,0,2.54201322444323,Stormwater,City of Melbourne,1200,Brick,0,Pipe,Brick Barrel,
136,"-37.81216172918052, 144.96766951050435","{""coordinates"": [[144.9677596118341, -37.81235722834824], [144.9675794091746, -37.811966230012786]], ""type"": ""LineString""}",1947-01-01,1140989,,1140990,1128601,0,3.3698941009366,Stormwater,City of Melbourne,225,Earthenware,0,Pipe,Earthenware,
137,"-37.802646217409375, 144.95132817603616","{""coordinates"": [[144.95132147615806, -37.80268244752062], [144.95133487591423, -37.80260998729813]], ""type"": ""LineString""}",1940-01-01,1150067,,1143709,1130718,0,3.36832066239198,Stormwater,City of Melbourne,450,Concrete,0,Pipe,RCP 450 & 525 Diameter,
138,"-37.8091868353804, 144.9634497017178","{""coordinates"": [[144.9634731740751, -37.80923792485761], [144.9634262293605, -37.80913574590319]], ""type"": ""LineString""}",1944-01-01,1148986,,1148985,1127702,0,3.29844961645161,Stormwater,City of Melbourne,150,Earthenware,0,Pipe,Earthenware,
139,"-37.81349712426977, 144.96597713201223","{""coordinates"": [[144.96611391094768, -37.81345775445031], [144.96584035307677, -37.81353649408924]], ""type"": ""LineString""}",1886-01-01,1149041,,1149040,1127314,0,1.9538587730704,Stormwater,City of Melbourne,900,Brick,0,Pipe,Brick Barrel,
140,"-37.81944329444188, 144.94948024664075","{""coordinates"": [[144.94945103210551, -37.81942870032185], [144.94950946117595, -37.819457888561914]], ""type"": ""LineString""}",2012-11-02,,,,1517041,0,4.94318786594404,Stormwater,City of Melbourne,525,Concrete,0,Pipe,,
141,"-37.80039243109383, 144.96257233167387","{""coordinates"": [[144.96257387114963, -37.80037844126275], [144.96257079219808, -37.800406420924915]], ""type"": ""LineString""}",1924-01-01,1149630,,1149631,1129402,0,2.82225841927518,Stormwater,City of Melbourne,675,Earthenware,0,Pipe,Earthenware,
142,"-37.784819795271545, 144.9417273161574","{""coordinates"": [[144.94173306319263, -37.7848598502786], [144.94172156912217, -37.78477974026449]], ""type"": ""LineString""}",1996-01-01,1146939,,1150161,1131025,0,4.54199588316809,Stormwater,City of Melbourne,300,Concrete,0,Pipe,RCP up to 375 Diameter,
143,"-37.81252695256922, 144.97761954547778","{""coordinates"": [[144.97758154498072, -37.812479951865726], [144.97765754597484, -37.81257395327272]], ""type"": ""LineString""}",1994-01-01,1147169,,1147609,1132720,0,4.49496861258115,Stormwater,City of Melbourne,300,Concrete,0,Pipe,RCP up to 375 Diameter,
144,"-37.801830238226195, 144.96572465405447","{""coordinates"": [[144.96572580709642, -37.801824040918554], [144.96572350101252, -37.801836435533836]], ""type"": ""LineString""}",1986-01-01,1148291,,1148290,1129045,0,4.30673480280468,Stormwater,City of Melbourne,300,Concrete,0,Pipe,RCP up to 375 Diameter,
145,"-37.81387830761864, 144.9787543744983","{""coordinates"": [[144.97875051276887, -37.81386787778168], [144.9787582362277, -37.81388873745559]], ""type"": ""LineString""}",,1154730,,,1154592,0,,Stormwater,City of Melbourne,100,Plastic,0,Pipe,Unknown,
146,"-37.82778865540969, 144.97329665712724","{""coordinates"": [[144.97323146098452, -37.82780995885972], [144.97336185326995, -37.827767351959665]], ""type"": ""LineString""}",,,,1376099,1376809,,3.0,Stormwater,City of Melbourne,150,Plastic,,Pipe,,
147,"-37.82762024527985, 144.9733155920419","{""coordinates"": [[144.97327533349025, -37.82761999834982], [144.97335585059358, -37.82762049220989]], ""type"": ""LineString""}",,,,1376100,1376810,,3.0,Stormwater,City of Melbourne,150,Earthenware,,Pipe,,
148,"-37.8137017129759, 144.98034241825394","{""coordinates"": [[144.980388285092, -37.81367348175142], [144.98029655141585, -37.81372994420037]], ""type"": ""LineString""}",,,,1154720,1154486,0,,Stormwater,City of Melbourne,225,Plastic,0,Pipe,Unknown,
149,"-37.81544729786714, 144.97945443934154","{""coordinates"": [[144.97943464022208, -37.815461016490076], [144.979474238461, -37.8154335792442]], ""type"": ""LineString""}",,1154771,,1154770,1154538,0,,Stormwater,City of Melbourne,100,Earthenware,0,Pipe,Earthenware,
150,"-37.81339472560889, 144.9804659133968","{""coordinates"": [[144.98049218765428, -37.8134080635422], [144.98043963913932, -37.813381387675584]], ""type"": ""LineString""}",,1154715,,1154716,1154482,0,,Stormwater,City of Melbourne,225,Earthenware,0,Pipe,Earthenware,
151,"-37.82228260284239, 144.9381272409298","{""coordinates"": [[144.93810816962468, -37.822286384508175], [144.9381463122349, -37.8222788211766]], ""type"": ""LineString""}",2010-07-01,,,,1474936,0,4.88309613371889,Stormwater,City of Melbourne,300,Concrete,0,Pipe,RCP up to 375 Diameter,
152,"-37.82263258332852, 144.9380893325959","{""coordinates"": [[144.9380452209886, -37.822646000205154], [144.93813344420317, -37.82261916645189]], ""type"": ""LineString""}",2010-07-01,,,,1474938,0,4.89257482478856,Stormwater,City of Melbourne,375,Concrete,0,Pipe,RCP up to 375 Diameter,
153,"-37.811303499973214, 144.96926142204092","{""coordinates"": [[144.9692545049846, -37.81128892715305], [144.96926833909723, -37.81131807279338]], ""type"": ""LineString""}",1940-01-01,1148972,,1140812,1127660,0,3.2032115399282,Stormwater,City of Melbourne,225,Earthenware,0,Pipe,Earthenware,
154,"-37.810625882297074, 144.98870805346954","{""coordinates"": [[144.98861753544924, -37.81061600974175], [144.98879857148984, -37.81063575485239]], ""type"": ""LineString""}",1905-01-01,1150843,,1147279,1132931,0,2.36992492235364,Stormwater,City of Melbourne,225,Earthenware,0,Pipe,Earthenware,
155,"-37.82202819075302, 144.97076040651223","{""coordinates"": [[144.97079047018397, -37.822018530116225], [144.97073034284045, -37.82203785138981]], ""type"": ""LineString""}",,1376302,,1376300,1377008,,4.0,Stormwater,City of Melbourne,150,Plastic,,Pipe,,
156,"-37.81847222802084, 144.95595462648942","{""coordinates"": [[144.95581073438353, -37.818513526190756], [144.95609851859527, -37.81843092985092]], ""type"": ""LineString""}",1887-01-01,1150527,,1140519,1132027,0,1.94138644290526,Stormwater,City of Melbourne,375,Earthenware,0,Pipe,Earthenware,
157,"-37.81534784515702, 144.95646382514616","{""coordinates"": [[144.95641800152248, -37.815246203008684], [144.9565096487698, -37.815449487305365]], ""type"": ""LineString""}",1935-01-01,1140225,,1140224,1127792,0,3.08418015911337,Stormwater,City of Melbourne,225,Earthenware,0,Pipe,Earthenware,
158,"-37.80582552098542, 144.97026748472467","{""coordinates"": [[144.9704979991903, -37.8058490016252], [144.9700369702591, -37.80580204034564]], ""type"": ""LineString""}",,1452329,,1452334,1452866,0,4.0,Stormwater,City of Melbourne,400,Concrete,0,Pipe,,
159,"-37.828933439452385, 144.9728903708833","{""coordinates"": [[144.97289794647565, -37.82893144131189], [144.97288279529099, -37.82893543759289]], ""type"": ""LineString""}",,,,1472846,1473477,,3.0,Stormwater,City of Melbourne,150,Concrete,,Pipe,,
160,"-37.8203420208396, 144.9699369839306","{""coordinates"": [[144.9699159998023, -37.82032700186236], [144.96995796805888, -37.820357039816834]], ""type"": ""LineString""}",,1452268,,1452270,1452802,0,3.0,Stormwater,City of Melbourne,150,Plastic,0,Pipe,,
161,"-37.82037352088476, 144.9699359844991","{""coordinates"": [[144.96991400093933, -37.82039000195269], [144.96995796805888, -37.820357039816834]], ""type"": ""LineString""}",,1452268,,1452269,1452803,0,3.0,Stormwater,City of Melbourne,150,Plastic,0,Pipe,,
