_id,asset_number,asset_description,construction_material_lupvalue,grate_length,grate_material_lupvalue,grate_width,model_descr_lupvalue,model_no_lupvalue,object_type_lupvalue,overflow_kerb_lupvalue,lat,lon,location
5658,1810840,SWD Pit - Lane Type,In Situ Concrete,530,Mild Steel,450,SWD Pit - Laneway Type - Non Standard Frame and Grate,300407-003,Lane Type,None,-37.79971176803384,144.94160637384687,"-37.79971176803384, 144.94160637384687"
5659,1810595,SWD Pit - Lane Type,In Situ Concrete,650,Mild Steel,600,SWD Pit - Laneway Type - Non Standard Frame and Grate,300407-003,Lane Type,None,-37.79986893168011,144.94133307152308,"-37.79986893168011, 144.94133307152308"
5660,1144631,SWD Pit - Grated Kerbside,In Situ Concrete,900,Mild Steel,430,SWD Pit - Grated Kerbside Pit - 915x381 Frame and Grate,300404-001,Grated Kerbside,None,-37.796149779324125,144.9337122145879,"-37.796149779324125, 144.9337122145879"
5661,1810856,SWD Pit - Lane Type,In Situ Concrete,990,Mild Steel,980,SWD Pit - Laneway Type - Non Standard Frame and Grate,300407-003,Lane Type,None,-37.81194753592535,144.94936334070036,"-37.81194753592535, 144.94936334070036"
5662,1810742,SWD Pit - Lane Type,In Situ Concrete,1000,Mild Steel,600,SWD Pit - Laneway Type - Non Standard Frame and Grate,300407-003,Lane Type,None,-37.81291823214268,144.94095359236564,"-37.81291823214268, 144.94095359236564"
5663,1810847,SWD Pit - Junction,In Situ Concrete,,,,SWD Pit - Junction Pit - Non Standard Cover,300410-007,Junction,None,-37.810485377554535,144.94701002832937,"-37.810485377554535, 144.94701002832937"
5664,1810681,SWD Pit - Not Known,Not Known,,,,SWD Pit - Not Known,300418-000,Not Known,Not Known,-37.79795750277772,144.95311309537297,"-37.79795750277772, 144.95311309537297"
5665,1376140,Grated Manhole,Brick,,,,SWD Pit - Not Known,,Grated Manhole,,-37.826354374493064,144.97502961627796,"-37.826354374493064, 144.97502961627796"
5666,1810894,SWD Pit - Lane Type,Precast Concrete,950,Mild Steel,950,SWD Pit - Laneway Type - Non Standard Frame and Grate,300407-003,Lane Type,None,-37.81259034082179,144.9408479746973,"-37.81259034082179, 144.9408479746973"
5667,1144362,SWD Pit - Grated OFK,In Situ Concrete,930,Mild Steel,600,"SWD Pit - Grated Overflow Kerb Pit - Bluestone Kerb, 937x549 Frame and Grate",300405-002,Grated OFK,Bluestone,-37.803234553591274,144.9494838655241,"-37.803234553591274, 144.9494838655241"
5668,1810821,SWD Pit - Junction,In Situ Concrete,,,,SWD Pit - Junction Pit - Unclassified,300410-000,Junction,None,-37.79919578037732,144.94016471520214,"-37.79919578037732, 144.94016471520214"
5669,1810786,SWD Pit - Junction,In Situ Concrete,,,,SWD Pit - Junction Pit - Non Standard Cover,300410-007,Junction,None,-37.811487777532804,144.93774931595664,"-37.811487777532804, 144.93774931595664"
5670,1810773,SWD Pit - Grated OFK,In Situ Concrete,930,Mild Steel,600,"SWD Pit - Grated Overflow Kerb Pit - Exposed Aggregate Kerb, Non Standard Frame and Grate",300405-006,Grated OFK,Concrete,-37.81000544125923,144.9472701488263,"-37.81000544125923, 144.9472701488263"
5671,1810640,SWD Pit - Grated Side Entry,In Situ Concrete,930,Mild Steel,600,SWD Pit - Grated Side Entry Pit - Non Standard Frame and Grate,300402-003,Grated Side Entry,None,-37.800188501035166,144.95043183208193,"-37.800188501035166, 144.95043183208193"
5672,1452427,Not Known,In Situ Concrete,,,,SWD Pit - Not Known,,Not Known,,-37.81326597618565,144.97761600104,"-37.81326597618565, 144.97761600104"
5673,1794210,SWD Pit - Grated Kerbside,In Situ Concrete,1030,Mild Steel,510,SWD Pit - Grated Kerbside Pit - Non Standard Frame and Grate,300404-003,Grated Kerbside,None,-37.82156851571931,144.945138140056,"-37.82156851571931, 144.945138140056"
5674,1810639,SWD Pit - Lane Type,In Situ Concrete,700,Mild Steel,700,SWD Pit - Laneway Type - Non Standard Frame and Grate,300407-003,Lane Type,None,-37.79855458619323,144.9524371090968,"-37.79855458619323, 144.9524371090968"
5675,1810935,SWD Pit - Lane Type,In Situ Concrete,520,Mild Steel,520,SWD Pit - Laneway Type - 600x600 Frame and Grate,300407-002,Lane Type,None,-37.81443094427568,144.93834784551828,"-37.81443094427568, 144.93834784551828"
5676,1729836,SWD Pit - Grated Kerbside,In Situ Concrete,670,Mild Steel,670,SWD Pit - Grated Kerbside Pit - Unclassified,300404-000,Grated Kerbside,None,-37.803965039532784,144.96537639735186,"-37.803965039532784, 144.96537639735186"
5677,1810792,SWD Pit - Junction,In Situ Concrete,,,,SWD Pit - Junction Pit - Non Standard Cover,300410-007,Junction,None,-37.81261233933518,144.93885007888053,"-37.81261233933518, 144.93885007888053"
5678,1810768,SWD Pit - Grated Side Entry,In Situ Concrete,930,Mild Steel,600,SWD Pit - Grated Side Entry Pit - 937x549 Frame and Grate,300402-002,Grated Side Entry,None,-37.8117727182899,144.93855673966905,"-37.8117727182899, 144.93855673966905"
5679,1794109,SWD Pit - Lane Type,Precast Concrete,700,Mild Steel,700,SWD Pit - Laneway Type - Non Standard Frame and Grate,300407-003,Lane Type,None,-37.81996183677355,144.94508772900147,"-37.81996183677355, 144.94508772900147"
5680,1810615,SWD Pit - Junction,In Situ Concrete,,,,SWD Pit - Junction Pit - Non Standard Cover,300410-007,Junction,None,-37.79932066009043,144.95348341380944,"-37.79932066009043, 144.95348341380944"
5681,1810820,SWD Pit - Lane Type,Precast Concrete,1000,Mild Steel,600,SWD Pit - Laneway Type - Non Standard Frame and Grate,300407-003,Lane Type,None,-37.81198033078356,144.9360401542072,"-37.81198033078356, 144.9360401542072"
5682,1810769,SWD Pit - Junction,In Situ Concrete,,,,SWD Pit - Junction Pit - Non Standard Cover,300410-007,Junction,None,-37.80795833349512,144.95439579536577,"-37.80795833349512, 144.95439579536577"
5683,1810882,SWD Pit - Lane Type,Precast Concrete,1000,Galvanised Steel,500,SWD Pit - Laneway Type - Non Standard Frame and Grate,300407-003,Lane Type,None,-37.81209652323258,144.93986538846056,"-37.81209652323258, 144.93986538846056"
5684,1794405,SWD Pit - Lane Type,In Situ Concrete,2500,Mild Steel,2400,SWD Pit - Laneway Type - Non Standard Frame and Grate,300407-003,Lane Type,None,-37.815476317772294,144.9378391588137,"-37.815476317772294, 144.9378391588137"
5685,1810583,SWD Pit - Not Known,Not Known,,,,SWD Pit - Not Known,300418-000,Not Known,Not Known,-37.79598850268001,144.95827226432874,"-37.79598850268001, 144.95827226432874"
5686,1472912,Grated Side Entry Pit,In Situ Concrete,,,,SWD Pit - Not Known,,Grated Side Entry,,-37.83310362893461,144.97499767787005,"-37.83310362893461, 144.97499767787005"
5687,1739943,SWD Pit - Grated OFK,Concrete,937,Cast Iron,549,"SWD Pit - Grated Overflow Kerb Pit - Bluestone Kerb, 937x549 Frame and Grate",300405-002,Grated OFK,Bluestone,-37.796757391266276,144.97393164706222,"-37.796757391266276, 144.97393164706222"
5688,1794325,SWD Pit - Grated OFK,In Situ Concrete,970,Mild Steel,360,SWD Pit - Grated Overflow Kerb Pit - Unclassified,300405-000,Grated OFK,Concrete,-37.820954315402616,144.95078156398924,"-37.820954315402616, 144.95078156398924"
5689,1505309,SWD Pit - Grated OFK,Cast Iron Concrete Infill,930,Cast Iron,430,"SWD Pit - Grated Overflow Kerb Pit - Bluestone Kerb, Non Standard Frame and Grate",300405-003,Grated OFK,Bluestone,-37.81626861516003,144.9678284703785,"-37.81626861516003, 144.9678284703785"
5690,1376068,Junction Pit,Brick,,,,SWD Pit - Not Known,,Junction,,-37.84266883473049,144.97963706997365,"-37.84266883473049, 144.97963706997365"
5691,1143609,SWD Pit - Junction,Plastic,,,,SWD Pit - Junction Pit - Unclassified,300410-000,Junction,None,-37.80801383021699,144.95387620262755,"-37.80801383021699, 144.95387620262755"
5692,1141116,SWD Pit - Lane Type,In Situ Concrete,640,Mild Steel,630,SWD Pit - Laneway Type - Unclassified,300407-000,Lane Type,None,-37.81306330450347,144.9630767393447,"-37.81306330450347, 144.9630767393447"
5693,1149011,SWD Pit - Submerged,Not Known,,,,SWD Pit - Submerged,300415-000,Submerged,None,-37.81576588709729,144.95760137008259,"-37.81576588709729, 144.95760137008259"
5694,1150537,SWD Pit - Pipe to Pipe,Other,,,,SWD Pit - Pipe to Pipe,300419-000,Pipe to Pipe,None,-37.81738107828878,144.9581582459326,"-37.81738107828878, 144.9581582459326"
5695,1144924,SWD Pit - Lane Type,Precast Concrete,640,Mild Steel,640,SWD Pit - Laneway Type - 600x600 Frame and Grate,300407-002,Lane Type,None,-37.793613740528535,144.91980652190864,"-37.793613740528535, 144.91980652190864"
5696,1140071,SWD Pit - Lane Type,In Situ Concrete,600,Mild Steel,600,SWD Pit - Laneway Type - Unclassified,300407-000,Lane Type,None,-37.815045443142935,144.95554764827864,"-37.815045443142935, 144.95554764827864"
5697,1452608,Grated Manhole,Precast Concrete,,,,SWD Pit - Not Known,,Grated Manhole,,-37.783041036309065,144.95476304897895,"-37.783041036309065, 144.95476304897895"
5698,1618264,SWD Pit - Grated OFK,In Situ Concrete,930,Mild Steel,600,"SWD Pit - Grated Overflow Kerb Pit - Bluestone Kerb, Non Standard Frame and Grate",300405-003,Grated OFK,Bluestone,-37.801695268932576,144.95858770382557,"-37.801695268932576, 144.95858770382557"
5699,1150036,SWD Pit - Pipe to Pipe,Other,,,,SWD Pit - Pipe to Pipe,300419-000,Pipe to Pipe,None,-37.78960682382734,144.95924534059696,"-37.78960682382734, 144.95924534059696"
5700,1797015,SWD Pit - Junction,In Situ Concrete,,,,SWD Pit - Junction Pit - Non Standard Cover,300410-007,Junction,None,-37.79065825465695,144.957339062724,"-37.79065825465695, 144.957339062724"
5701,1146719,SWD Pit - Side Entry Pit,In Situ Concrete,,,,SWD Pit - Side Entry Pit - Non Standard,300401-004,Side Entry,None,-37.78739372155239,144.95710442647663,"-37.78739372155239, 144.95710442647663"
5702,1146614,SWD Pit - Side Entry Pit,In Situ Concrete,,,,SWD Pit - Side Entry Pit - Non Standard,300401-004,Side Entry,None,-37.786378766426324,144.95896249385422,"-37.786378766426324, 144.95896249385422"
5703,1376131,Grated Manhole,Not Known,,,,SWD Pit - Not Known,,Grated Manhole,,-37.82601632601619,144.97389716053323,"-37.82601632601619, 144.97389716053323"
5704,1150031,SWD Pit - Junction,In Situ Concrete,,,,SWD Pit - Junction Pit - Non Standard Cover,300410-007,Junction,None,-37.79010679378817,144.95948436368764,"-37.79010679378817, 144.95948436368764"
5705,1146789,SWD Pit - Junction,In Situ Concrete,,,,SWD Pit - Junction Pit - Unclassified,300410-000,Junction,None,-37.79396084398461,144.95591838555552,"-37.79396084398461, 144.95591838555552"
5706,1146868,SWD Pit - Lane Type,In Situ Concrete,550,Mild Steel,550,SWD Pit - Laneway Type - Non Standard Frame and Grate,300407-003,Lane Type,None,-37.793238790400885,144.95620742992708,"-37.793238790400885, 144.95620742992708"
5707,1146775,SWD Pit - Run Through Outlet,Not Known,,,,SWD Pit - Run Through Outlet - Non Standard,300412-001,Run Through Outlet,None,-37.79442779990567,144.95783837756477,"-37.79442779990567, 144.95783837756477"
5708,1146728,SWD Pit - Grated OFK,Brick,930,Mild Steel,600,"SWD Pit - Grated Overflow Kerb Pit - Exposed Aggregate Kerb, Non Standard Frame and Grate",300405-006,Grated OFK,Exposed Aggregate,-37.79121677706024,144.9577323804576,"-37.79121677706024, 144.9577323804576"
5709,1148636,SWD Pit - Side Entry Pit,Brick,,,,SWD Pit - Side Entry Pit - Unclassified,300401-000,Side Entry,None,-37.79076976577319,144.95985744749723,"-37.79076976577319, 144.95985744749723"
5710,1146721,SWD Pit - Grated OFK,In Situ Concrete,900,Mild Steel,430,"SWD Pit - Grated Overflow Kerb Pit - Exposed Aggregate Kerb, Non Standard Frame and Grate",300405-006,Grated OFK,Exposed Aggregate,-37.78750077805311,144.95769138904163,"-37.78750077805311, 144.95769138904163"
5711,1148475,SWD Pit - Grated OFK,Brick,930,Mild Steel,600,"SWD Pit - Grated Overflow Kerb Pit - Exposed Aggregate Kerb, 937x549 Frame and Grate",300405-005,Grated OFK,Concrete,-37.80750476602304,144.96307195478093,"-37.80750476602304, 144.96307195478093"
5712,1141213,SWD Pit - Grated OFK,Precast Concrete,930,Mild Steel,600,"SWD Pit - Grated Overflow Kerb Pit - Exposed Aggregate Kerb, 937x549 Frame and Grate",300405-005,Grated OFK,Concrete,-37.82456954363335,144.95833890244577,"-37.82456954363335, 144.95833890244577"
5713,1472900,Grated Manhole,,,,,SWD Pit - Not Known,,Grated Manhole,,-37.832419654446575,144.97310819869654,"-37.832419654446575, 144.97310819869654"
5714,1452657,SWD Pit - Lane Type,Brick,500,Mild Steel,500,SWD Pit - Laneway Type - Non Standard Frame and Grate,300407-003,Lane Type,None,-37.79207279722569,144.95697327678502,"-37.79207279722569, 144.95697327678502"
5715,1376144,Grated Manhole,Brick,,,,SWD Pit - Not Known,,Grated Manhole,,-37.825529595906154,144.97624952238976,"-37.825529595906154, 144.97624952238976"
5716,1147639,SWD Pit - Grated Kerbside,Brick,900,Mild Steel,430,SWD Pit - Grated Kerbside Pit - Non Standard Frame and Grate,300404-003,Grated Kerbside,None,-37.79230676733139,144.95860131470275,"-37.79230676733139, 144.95860131470275"
5717,1146613,SWD Pit - Junction,In Situ Concrete,,,,SWD Pit - Junction Pit - Non Standard Cover,300410-007,Junction,None,-37.78697975758787,144.9588374012547,"-37.78697975758787, 144.9588374012547"
5718,1147631,SWD Pit - Side Entry Pit,In Situ Concrete,,,,SWD Pit - Side Entry Pit - Non Standard,300401-004,Side Entry,None,-37.78933674130257,144.95908936379044,"-37.78933674130257, 144.95908936379044"
5719,1146849,SWD Pit - Lane Type,In Situ Concrete,500,Mild Steel,500,SWD Pit - Laneway Type - Non Standard Frame and Grate,300407-003,Lane Type,None,-37.79299182954433,144.95706742703564,"-37.79299182954433, 144.95706742703564"
5720,1152146,SWD Pit - Junction,Precast Concrete,0,None,0,SWD Pit - Junction Pit - Unclassified,300410-000,Junction,Not Known,-37.81906381810276,144.98135659447252,"-37.81906381810276, 144.98135659447252"
5721,1148640,SWD Pit - Lane Type,In Situ Concrete,620,Mild Steel,620,SWD Pit - Laneway Type - Non Standard Frame and Grate,300407-003,Lane Type,None,-37.802758952524435,144.96735700509657,"-37.802758952524435, 144.96735700509657"
5722,1659695,SWD Pit - Lane Type,Not Known,700,Mild Steel,700,SWD Pit - Laneway Type - Non Standard Frame and Grate,300407-003,Lane Type,None,-37.8021324395624,144.9407883182492,"-37.8021324395624, 144.9407883182492"
5723,1143934,SWD Pit - Grated OFK,Brick,938,Mild Steel,545,"SWD Pit - Grated Overflow Kerb Pit - Bluestone Kerb, 937x549 Frame and Grate",300405-002,Grated OFK,Bluestone,-37.80948602892095,144.96028822956404,"-37.80948602892095, 144.96028822956404"
5724,1472734,Grated Kerbside,In Situ Concrete,,,,SWD Pit - Not Known,,Grated Kerbside,,-37.833012034250636,144.9748070220844,"-37.833012034250636, 144.9748070220844"
5725,1146704,SWD Pit - Grated OFK,In Situ Concrete,900,Mild Steel,430,"SWD Pit - Grated Overflow Kerb Pit - Exposed Aggregate Kerb, Non Standard Frame and Grate",300405-006,Grated OFK,Exposed Aggregate,-37.78954469372248,144.957418445697,"-37.78954469372248, 144.957418445697"
5726,1146811,SWD Pit - Lane Type,In Situ Concrete,500,Mild Steel,500,SWD Pit - Laneway Type - Non Standard Frame and Grate,300407-003,Lane Type,None,-37.79300176442759,144.95806638570716,"-37.79300176442759, 144.95806638570716"
5727,1146701,SWD Pit - Grated OFK,In Situ Concrete,900,Mild Steel,430,SWD Pit - Grated Overflow Kerb Pit - Unclassified,300405-000,Grated OFK,Exposed Aggregate,-37.78967973233084,144.957618334549,"-37.78967973233084, 144.957618334549"
5728,1146848,SWD Pit - Lane Type,In Situ Concrete,500,Mild Steel,500,SWD Pit - Laneway Type - Non Standard Frame and Grate,300407-003,Lane Type,None,-37.79281476040696,144.95726036288337,"-37.79281476040696, 144.95726036288337"
5729,1453393,Not Known,Not Known,,,,SWD Pit - Not Known,,Not Known,,-37.82535427240005,144.97300421446067,"-37.82535427240005, 144.97300421446067"
5730,1154644,SWD Pit - Side Entry,Not Known,,None,,,,Side Entry,Gatic Side Entry,-37.81140611774427,144.980792539961,"-37.81140611774427, 144.980792539961"
5731,1143271,SWD Pit - Grated OFK,In Situ Concrete,900,Mild Steel,430,SWD Pit - Grated Overflow Kerb Pit - Unclassified,300405-000,Grated OFK,Concrete,-37.81641406203982,144.96717049719337,"-37.81641406203982, 144.96717049719337"
5732,1452586,Junction Pit,Not Known,,,,SWD Pit - Not Known,,Junction,,-37.78164499784595,144.9561790561092,"-37.78164499784595, 144.9561790561092"
5733,1452645,Not Known,Precast Concrete,,,,SWD Pit - Not Known,,Not Known,,-37.78155001716363,144.95117901919232,"-37.78155001716363, 144.95117901919232"
5734,1597440,SWD Pit - Grated Manhole,Precast Concrete,,Cast Iron,,SWD Pit - Grated Manhole,300413-001,Grated Manhole,None,-37.78969651201804,144.95848737827737,"-37.78969651201804, 144.95848737827737"
5735,1146787,SWD Pit - Run Through Inlet,Not Known,,,,SWD Pit - Run Through Inlet - Non Standard,300411-001,Run Through Inlet,None,-37.793958796938334,144.9558004495312,"-37.793958796938334, 144.9558004495312"
5736,1150173,SWD Pit - Submerged,Not Known,,,,SWD Pit - Submerged,300415-000,Submerged,None,-37.78489221571479,144.9590996838309,"-37.78489221571479, 144.9590996838309"
5737,1140296,SWD Pit - Grated Kerbside,Brick,930,Mild Steel,430,"SWD Pit - Grated Overflow Kerb Pit - Bluestone Kerb, 915x381 Frame and Grate",300405-001,Grated OFK,Bluestone,-37.817855947145006,144.95373259036515,"-37.817855947145006, 144.95373259036515"
5738,1759404,SWD Pit - Other,In Situ Concrete,930,Mild Steel,600,SWD Pit - Other,300417-000,Other,None,-37.81261188497604,144.97264180416872,"-37.81261188497604, 144.97264180416872"
5739,1452663,SWD Pit - Lane Type,Brick,650,Mild Steel,620,SWD Pit - Laneway Type - Non Standard Frame and Grate,300407-003,Lane Type,None,-37.79114565585428,144.95720651572353,"-37.79114565585428, 144.95720651572353"
5740,1146708,SWD Pit - Lane Type,In Situ Concrete,500,Mild Steel,500,SWD Pit - Laneway Type - Non Standard Frame and Grate,300407-003,Lane Type,None,-37.78836680306612,144.95764937585054,"-37.78836680306612, 144.95764937585054"
5741,1147410,SWD Pit - Grated Kerbside,Cast Iron Concrete Infill,915,Cast Iron,430,SWD Pit - Grated Kerbside Pit - Non Standard Frame and Grate,300404-003,Grated Kerbside,None,-37.81585699562535,144.98978054123842,"-37.81585699562535, 144.98978054123842"
5742,1146720,SWD Pit - Grated OFK,In Situ Concrete,900,Mild Steel,430,"SWD Pit - Grated Overflow Kerb Pit - Exposed Aggregate Kerb, Non Standard Frame and Grate",300405-006,Grated OFK,Exposed Aggregate,-37.787460784351495,144.95718842601025,"-37.787460784351495, 144.95718842601025"
5743,1472857,Junction Pit,Brick,,,,SWD Pit - Not Known,,Junction,,-37.827369406226204,144.97180678535545,"-37.827369406226204, 144.97180678535545"
5744,1597435,SWD Pit - Grated Manhole,Brick,,Cast Iron,,SWD Pit - Grated Manhole,300413-001,Grated Manhole,None,-37.79358091100837,144.95655731460337,"-37.79358091100837, 144.95655731460337"
5745,1146805,SWD Pit - Junction,In Situ Concrete,,,,SWD Pit - Junction Pit - Non Standard Cover,300410-007,Junction,None,-37.789502686378995,144.95851440243774,"-37.789502686378995, 144.95851440243774"
