_id,asset_number,asset_description,construction_material_lupvalue,grate_length,grate_material_lupvalue,grate_width,model_descr_lupvalue,model_no_lupvalue,object_type_lupvalue,overflow_kerb_lupvalue,lat,lon,location
19053,1658626,SWD Pit - Junction,In Situ Concrete,,,,SWD Pit - Junction Pit - Non Standard Cover,300410-007,Junction,None,-37.824654768148754,144.96687280616825,"-37.824654768148754, 144.96687280616825"
19054,1794022,SWD Pit - Grated Side Entry,In Situ Concrete,930,Mild Steel,430,SWD Pit - Grated Overflow Kerb Pit - Unclassified,300405-000,Grated OFK,Concrete,-37.8185277808403,144.94793367314927,"-37.8185277808403, 144.94793367314927"
19055,1151798,SWD Pit - System Node,Precast Concrete,,,,SWD Pit - System Node,300414-000,System Node,None,-37.79713387452845,144.92234220404265,"-37.79713387452845, 144.92234220404265"
19056,1152412,SWD Pit - Junction,Brick,,,,SWD Pit - Junction Pit - Unclassified,300410-000,Junction,None,-37.77922792697132,144.95980627918877,"-37.77922792697132, 144.95980627918877"
19057,1599179,SWD Pit - Junction,In Situ Concrete,,,,SWD Pit - Junction Pit - Non Standard Cover,300410-007,Junction,None,-37.82569243489948,144.96795125139857,"-37.82569243489948, 144.96795125139857"
19058,1757796,SWD Pit - Junction,In Situ Concrete,,,,SWD Pit - Junction Pit - Non Standard Cover,300410-007,Junction,None,-37.8077416981086,144.96310394911444,"-37.8077416981086, 144.96310394911444"
19059,1152118,SWD Pit - Junction,In Situ Concrete,,,,SWD Pit - Junction Pit - Unclassified,300410-000,Junction,None,-37.82034289593028,144.96763901955094,"-37.82034289593028, 144.96763901955094"
19060,1150565,SWD Pit - System Node,Precast Concrete,,,,SWD Pit - System Node,300414-000,System Node,None,-37.835795695889786,144.97855743120115,"-37.835795695889786, 144.97855743120115"
19061,1154147,SWD Pit - System Node,In Situ Concrete,,,,SWD Pit - System Node,300414-000,System Node,None,-37.814283703033006,144.94290843950031,"-37.814283703033006, 144.94290843950031"
19062,1141195,SWD Pit - Grated OFK,In Situ Concrete,900,Mild Steel,430,SWD Pit - Grated Overflow Kerb Pit - Unclassified,300405-000,Grated OFK,Concrete,-37.8134779301654,144.9601404237618,"-37.8134779301654, 144.9601404237618"
19063,1140148,SWD Pit - Grated OFK,Brick,900,Cast Iron,600,SWD Pit - Grated Overflow Kerb Pit - Unclassified,300405-000,Grated OFK,Bluestone,-37.81302247855497,144.9557496507572,"-37.81302247855497, 144.9557496507572"
19064,1142979,SWD Pit - Grated OFK,Brick,910,Mild Steel,660,SWD Pit - Grated Overflow Kerb Pit - Unclassified,300405-000,Grated OFK,Concrete,-37.81643883376364,144.9614986594263,"-37.81643883376364, 144.9614986594263"
19065,1722195,SWD Pit - Junction,Not Known,,,,SWD Pit - Junction Pit - Unclassified,300410-000,Junction,None,-37.798355932021266,144.94028071943504,"-37.798355932021266, 144.94028071943504"
19066,1153663,SWD Pit - Lane Type,In Situ Concrete,930,Mild Steel,600,SWD Pit - Laneway Type - Non Standard Frame and Grate,300407-003,Lane Type,None,-37.81418899301671,144.9413926540813,"-37.81418899301671, 144.9413926540813"
19067,1140495,SWD Pit - Junction,In Situ Concrete,,,,SWD Pit - Junction Pit - Non Standard Cover,300410-007,Junction,None,-37.81762627092051,144.95777274757606,"-37.81762627092051, 144.95777274757606"
19068,1141503,SWD Pit - Side Entry,In Situ Concrete,,,,SWD Pit - Side Entry Pit - Non Standard,300401-004,Side Entry,None,-37.82594001575008,144.96227995749518,"-37.82594001575008, 144.96227995749518"
19069,1150699,SWD Pit - System Node,Brick,,,,SWD Pit - System Node,300414-000,System Node,None,-37.82882623179639,144.9725489213791,"-37.82882623179639, 144.9725489213791"
19070,1141152,SWD Pit - Lane Type,Brick,600,Mild Steel,220,SWD Pit - Laneway Type - Non Standard Frame and Grate,300407-003,Lane Type,None,-37.814361948010024,144.96159543613166,"-37.814361948010024, 144.96159543613166"
19071,1151583,SWD Pit - System Node,Not Known,,,,SWD Pit - System Node,300414-000,System Node,None,-37.82847075962626,144.91163322361933,"-37.82847075962626, 144.91163322361933"
19072,1151515,SWD Pit - System Node,Not Known,,,,SWD Pit - System Node,300414-000,System Node,None,-37.819938450294835,144.92459542731044,"-37.819938450294835, 144.92459542731044"
19073,1794197,SWD Pit - Grated Side Entry,In Situ Concrete,1020,Mild Steel,500,"SWD Pit - Grated Overflow Kerb Pit - Exposed Aggregate Kerb, 937x549 Frame and Grate",300405-005,Grated OFK,Concrete,-37.82120279291045,144.94644338170176,"-37.82120279291045, 144.94644338170176"
19074,1141231,SWD Pit - Junction,Brick,,,,SWD Pit - Junction Pit - Non Standard Cover,300410-007,Junction,None,-37.82548734857954,144.95728189700225,"-37.82548734857954, 144.95728189700225"
19075,1149583,SWD Pit - Pipe to Pipe,Not Known,,,,SWD Pit - Pipe to Pipe,300419-000,Pipe to Pipe,None,-37.805038909580375,144.96006485890163,"-37.805038909580375, 144.96006485890163"
19076,1148008,SWD Pit - Side Entry,In Situ Concrete,,,,SWD Pit - Side Entry Pit - 990x345 Footpath Unit,300401-001,Side Entry,None,-37.79853497560277,144.970456987109,"-37.79853497560277, 144.970456987109"
19077,1148569,SWD Pit - Grated Manhole,In Situ Concrete,790,Mild Steel,490,SWD Pit - Grated Manhole,300413-001,Grated Manhole,None,-37.8015927446302,144.9618514994977,"-37.8015927446302, 144.9618514994977"
19078,1151432,SWD Pit - Submerged,Other,,,,SWD Pit - Submerged,300415-000,Submerged,None,-37.830324934712145,144.9649050469569,"-37.830324934712145, 144.9649050469569"
19079,1151616,SWD Pit - System Node,Not Known,,,,SWD Pit - System Node,300414-000,System Node,None,-37.823479256463344,144.9070387667727,"-37.823479256463344, 144.9070387667727"
19080,1149541,SWD Pit - Grated Kerbside,In Situ Concrete,930,Mild Steel,600,SWD Pit - Grated Kerbside Pit - Unclassified,300404-000,Grated Kerbside,None,-37.805909725029345,144.95704517409342,"-37.805909725029345, 144.95704517409342"
19081,1143891,SWD Pit - Grated OFK,In Situ Concrete,930,Mild Steel,600,"SWD Pit - Grated Overflow Kerb Pit - Exposed Aggregate Kerb, Non Standard Frame and Grate",300405-006,Grated OFK,Concrete,-37.81130637703538,144.95740655763626,"-37.81130637703538, 144.95740655763626"
19082,1145833,SWD Pit - Grated Kerbside,Precast Concrete,,Mild Steel,,SWD Pit - Grated Kerbside Pit - Unclassified,300404-000,Grated Kerbside,None,-37.82138290882308,144.91665430990827,"-37.82138290882308, 144.91665430990827"
19083,1673795,SWD Pit - Lane Type,In Situ Concrete,1000,Mild Steel,500,SWD Pit - Laneway Type - Non Standard Frame and Grate,300407-003,Lane Type,None,-37.82093896688421,144.96818399122756,"-37.82093896688421, 144.96818399122756"
19084,1147252,SWD Pit - Run Through Inlet,Precast Concrete,,,,SWD Pit - Run Through Inlet - Non Standard,300411-001,Run Through Inlet,None,-37.81175597663862,144.98579249595318,"-37.81175597663862, 144.98579249595318"
19085,1146241,SWD Pit - Side Entry,Precast Concrete,,,,SWD Pit - Side Entry Pit - Unclassified,300401-000,Side Entry,None,-37.80780985475013,144.91661333254825,"-37.80780985475013, 144.91661333254825"
19086,1759329,SWD Pit - Submerged,Not Known,,,,SWD Pit - Submerged,300415-000,Submerged,None,-37.80848177089544,144.97047498954865,"-37.80848177089544, 144.97047498954865"
19087,1150184,SWD Pit - System Node,Brick,,,,SWD Pit - System Node,300414-000,System Node,None,-37.79546114142024,144.92683832891836,"-37.79546114142024, 144.92683832891836"
19088,1148264,SWD Pit - Grated Kerbside,In Situ Concrete,910,Mild Steel,430,SWD Pit - Grated Kerbside Pit - Unclassified,300404-000,Grated Kerbside,None,-37.80646864778425,144.96220528054116,"-37.80646864778425, 144.96220528054116"
19089,1150329,SWD Pit - System Node,Precast Concrete,,,,SWD Pit - System Node,300414-000,System Node,None,-37.8010564134542,144.91047548333825,"-37.8010564134542, 144.91047548333825"
19090,1151461,SWD Pit - Junction,Brick,,,,SWD Pit - Junction Pit - Unclassified,300410-000,Junction,None,-37.82610132794293,144.96674721173983,"-37.82610132794293, 144.96674721173983"
19091,1147676,SWD Pit - Side Entry,In Situ Concrete,,,,SWD Pit - Side Entry Pit - 990x345 Footpath Unit,300401-001,Side Entry,None,-37.80084823913484,144.96713045083135,"-37.80084823913484, 144.96713045083135"
19092,1153862,SWD Pit - Junction,Other,,,,SWD Pit - Junction Pit - Unclassified,300410-000,Junction,None,-37.81951379953667,144.94470197854815,"-37.81951379953667, 144.94470197854815"
19093,1151420,SWD Pit - Grated Kerbside,In Situ Concrete,980,Mild Steel,620,SWD Pit - Grated Kerbside Pit - Unclassified,300404-000,Grated Kerbside,None,-37.83051140404365,144.96952504282552,"-37.83051140404365, 144.96952504282552"
19094,1444111,SWD Pit - Not Known,Not Known,,,,SWD Pit - Not Known,300418-000,Not Known,Not Known,-37.810496514586504,144.96344318307686,"-37.810496514586504, 144.96344318307686"
19095,1153437,SWD Pit - Grated OFK,In Situ Concrete,930,Mild Steel,600,"SWD Pit - Grated Overflow Kerb Pit - Exposed Aggregate Kerb, 937x549 Frame and Grate",300405-005,Grated OFK,Concrete,-37.814821626070675,144.9453039986649,"-37.814821626070675, 144.9453039986649"
19096,1582527,SWD Pit - Junction,In Situ Concrete,,,,SWD Pit - Junction Pit - Non Standard Cover,300410-007,Junction,None,-37.82269895814074,144.9666959716465,"-37.82269895814074, 144.9666959716465"
19097,1145314,SWD Pit - Grated Side Entry,Precast Concrete,980,Mild Steel,430,SWD Pit - Grated Side Entry Pit - 915x381 Frame and Grate,300402-001,Grated Side Entry,None,-37.79545478039095,144.92355147511725,"-37.79545478039095, 144.92355147511725"
19098,1744366,SWD Pit - Junction,Not Known,,,,SWD Pit - Junction Pit - Unclassified,300410-000,Junction,None,-37.82379595130187,144.9279441333814,"-37.82379595130187, 144.9279441333814"
19099,1152703,SWD Pit - System Node,Brick,,,,SWD Pit - System Node,300414-000,System Node,None,-37.81002011009457,144.96952007090005,"-37.81002011009457, 144.96952007090005"
19100,1140059,SWD Pit - Junction Pit,In Situ Concrete,,,,SWD Pit - Junction Pit - Non Standard Cover,300410-007,Junction,None,-37.81562752784423,144.95461974826134,"-37.81562752784423, 144.95461974826134"
19101,1363420,SWD Pit - Run Through Inlet,Not Known,,,,SWD Pit - Run Through Inlet - Non Standard,300411-001,Run Through Inlet,None,-37.7897340272489,144.9425130915236,"-37.7897340272489, 144.9425130915236"
19102,1785691,SWDPit - Junction,Not Known,,,,SWD Pit - Junction Pit - Non Standard Cover,300410-007,Junction,None,-37.81985262653122,144.95882276303445,"-37.81985262653122, 144.95882276303445"
19103,1150999,SWD Pit - Junction,Precast Concrete,,,,SWD Pit - Junction Pit - Unclassified,300410-000,Junction,None,-37.7995374008026,144.95483257253346,"-37.7995374008026, 144.95483257253346"
19104,1749827,SWD Pit - Pipe to Pipe,Other,,,,SWD Pit - Pipe to Pipe,300419-000,Pipe to Pipe,None,-37.807302488824654,144.94283084520907,"-37.807302488824654, 144.94283084520907"
19105,1142791,SWD Pit - Junction,Brick,,,,SWD Pit - Junction Pit - Unclassified,300410-000,Junction,None,-37.81332734841011,144.97023143039928,"-37.81332734841011, 144.97023143039928"
19106,1575345,SWD Pit - Grated Manhole,Cast Iron Concrete Infill,,Cast Iron,,SWD Pit - Grated Manhole,300413-001,Grated Manhole,None,-37.81212666388605,144.96208958756648,"-37.81212666388605, 144.96208958756648"
19107,1757799,SWD Pit - Junction,Precast Concrete,,,,SWD Pit - Junction Pit - Non Standard Cover,300410-007,Junction,None,-37.808117718858675,144.96327876016963,"-37.808117718858675, 144.96327876016963"
19108,1142188,SWD Pit - Grated Side Entry,Precast Concrete,910,Mild Steel,430,SWD Pit - Grated Side Entry Pit - 915x381 Frame and Grate,300402-001,Grated Side Entry,None,-37.8352493985221,144.98055775322243,"-37.8352493985221, 144.98055775322243"
19109,1141562,SWD Pit - Side Entry,Brick,,,,SWD Pit - Side Entry Pit - Non Standard,300401-004,Side Entry,None,-37.82703901746479,144.95987700291644,"-37.82703901746479, 144.95987700291644"
19110,1141986,SWD Pit - Lane Type,Precast Concrete,300,Mild Steel,200,SWD Pit - Laneway Type - Unclassified,300407-000,Lane Type,None,-37.82237154611489,144.95857079708847,"-37.82237154611489, 144.95857079708847"
19111,1142252,SWD Pit - Grated Kerbside,Brick,300,Mild Steel,100,SWD Pit - Grated Kerbside Pit - Unclassified,300404-000,Grated Kerbside,None,-37.82916147797084,144.9726907426565,"-37.82916147797084, 144.9726907426565"
19112,1153949,SWD Pit - Side Entry,In Situ Concrete,,,,SWD Pit - Side Entry Pit - Unclassified,300401-000,Side Entry,Gatic Side Entry,-37.81143411793762,144.9411510116264,"-37.81143411793762, 144.9411510116264"
19113,1148821,SWD Pit - Pipe to Pipe,Other,,,,SWD Pit - Pipe to Pipe,300419-000,Pipe to Pipe,None,-37.811508759951884,144.96097226360547,"-37.811508759951884, 144.96097226360547"
19114,1363466,SWD Pit - Grated Side Entry,Concrete,915,Mild Steel,435,"SWD Pit - Grated Overflow Kerb Pit - Exposed Aggregate Kerb, 915x381 Frame and Grate",300405-004,Grated OFK,Concrete,-37.78875919477678,144.92453540310757,"-37.78875919477678, 144.92453540310757"
19115,1149562,SWD Pit - Pipe to Pipe,Other,,,,SWD Pit - Pipe to Pipe,300419-000,Pipe to Pipe,None,-37.80774579314061,144.96213745765516,"-37.80774579314061, 144.96213745765516"
19116,1145455,SWD Pit - Side Entry,Precast Concrete,,,,SWD Pit - Side Entry Pit - Unclassified,300401-000,Side Entry,None,-37.8243056761805,144.93529620877342,"-37.8243056761805, 144.93529620877342"
19117,1363953,SWD Pit - Junction,Not Known,,,,SWD Pit - Junction Pit - 600x600 Class C Gatic,300410-003,Junction,None,-37.790836020326665,144.93252697425126,"-37.790836020326665, 144.93252697425126"
19118,1141861,SWD Pit - Junction,In Situ Concrete,,,,SWD Pit - Junction Pit - Non Standard Cover,300410-007,Junction,None,-37.82070369506384,144.96538826991406,"-37.82070369506384, 144.96538826991406"
19119,1140186,SWD Pit - Grated OFK,Brick,930,Mild Steel,600,"SWD Pit - Grated Overflow Kerb Pit - Exposed Aggregate Kerb, 937x549 Frame and Grate",300405-005,Grated OFK,Concrete,-37.81250544882018,144.95415522389868,"-37.81250544882018, 144.95415522389868"
19120,1154183,SWD Pit - Other,In Situ Concrete,,,,SWD Pit - Other,300417-000,Other,None,-37.815188833934016,144.9409694516471,"-37.815188833934016, 144.9409694516471"
19121,1150502,SWD Pit - Pipe to Pipe,None,,,,SWD Pit - Pipe to Pipe,300419-000,Pipe to Pipe,None,-37.79423045991476,144.9720715701065,"-37.79423045991476, 144.9720715701065"
19122,1149377,SWD Pit - Junction,Precast Concrete,,,,SWD Pit - Junction Pit - 900x600 Class D Gatic,300410-005,Junction,None,-37.81574652834449,144.95840776027333,"-37.81574652834449, 144.95840776027333"
19123,1140030,SWD Pit - Grated OFK,Brick,900,Mild Steel,430,"SWD Pit - Grated Overflow Kerb Pit - Bluestone Kerb, Non Standard Frame and Grate",300405-003,Grated OFK,Bluestone,-37.816593465549715,144.9531607265821,"-37.816593465549715, 144.9531607265821"
19124,1142335,SWD Pit - Junction,Precast Concrete,,,,SWD Pit - Junction Pit - Unclassified,300410-000,Junction,None,-37.83058638764054,144.9844775442851,"-37.83058638764054, 144.9844775442851"
19125,1154302,SWD Pit - Junction,Precast Concrete,,,,SWD Pit - Junction Pit - Unclassified,300410-000,Junction,None,-37.82621898873216,144.94924564753347,"-37.82621898873216, 144.94924564753347"
19126,1148773,SWD Pit - System Node,Not Known,,,,SWD Pit - System Node,300414-000,System Node,None,-37.808860551914194,144.963617054528,"-37.808860551914194, 144.963617054528"
19127,1785626,SWDPit - Junction,Precast Concrete,,,,SWD Pit - Junction Pit - Non Standard Cover,300410-007,Junction,None,-37.820311018038424,144.95910141497095,"-37.820311018038424, 144.95910141497095"
19128,1153564,SWD Pit - Junction,In Situ Concrete,,,,SWD Pit - Junction Pit - Unclassified,300410-000,Junction,None,-37.820768570829244,144.94861765094495,"-37.820768570829244, 144.94861765094495"
19129,1149312,SWD Pit - Pipe to Pipe,Brick,,,,SWD Pit - Pipe to Pipe,300419-000,Pipe to Pipe,None,-37.813361291989985,144.97011463536577,"-37.813361291989985, 144.97011463536577"
19130,1151946,SWD Pit - Junction,In Situ Concrete,,,,SWD Pit - Junction Pit - Non Standard Cover,300410-007,Junction,None,-37.79681702572759,144.93852103536884,"-37.79681702572759, 144.93852103536884"
19131,1582578,SWD Pit - Head Wall Inlet,Other,,,,SWD Pit - Head Wall Inlet,300416-000,Head Wall Inlet,None,-37.81971899391469,144.96303839232243,"-37.81971899391469, 144.96303839232243"
19132,1144450,SWD Pit - Grated OFK,Brick,700,Mild Steel,600,"SWD Pit - Grated Overflow Kerb Pit - Bluestone Kerb, Non Standard Frame and Grate",300405-003,Grated OFK,Bluestone,-37.80394861515073,144.94138844891825,"-37.80394861515073, 144.94138844891825"
19133,1582369,SWD Pit - Junction,Precast Concrete,,,,SWD Pit - Junction Pit - 900x600 Class D Gatic,300410-005,Junction,None,-37.82647261480354,144.97160615811387,"-37.82647261480354, 144.97160615811387"
19134,1146040,SWD Pit - Lane Type,Precast Concrete,,Mild Steel,,SWD Pit - Laneway Type - Unclassified,300407-000,Lane Type,None,-37.81206876102208,144.92170639870545,"-37.81206876102208, 144.92170639870545"
19135,1755514,SWD Pit - Junction,Cmb Conc & Cast Iron,,,,SWD Pit - Junction Pit - 750x750 Class D Gatic,300410-004,Junction,None,-37.79311984882892,144.97481596924501,"-37.79311984882892, 144.97481596924501"
19136,1153815,SWD Pit - Submerged,Not Known,,,,SWD Pit - Submerged,300415-000,Submerged,None,-37.813242226461014,144.9438634713157,"-37.813242226461014, 144.9438634713157"
19137,1142288,SWD Pit - Side Entry,Precast Concrete,,,,SWD Pit - Side Entry Pit - Large Footpath Unit,300401-002,Side Entry,None,-37.823900397173944,144.9768075459895,"-37.823900397173944, 144.9768075459895"
19138,1794014,SWD Pit - Grated Kerbside,In Situ Concrete,970,Mild Steel,360,SWD Pit - Grated Kerbside Pit - Non Standard Frame and Grate,300404-003,Grated Kerbside,None,-37.81952113572209,144.94944877039035,"-37.81952113572209, 144.94944877039035"
19139,1146233,SWD Pit - Grated OFK,Precast Concrete,600,Mild Steel,400,"SWD Pit - Grated Overflow Kerb Pit - Bluestone Kerb, Non Standard Frame and Grate",300405-003,Grated OFK,Bluestone,-37.80789580361123,144.91967541768565,"-37.80789580361123, 144.91967541768565"
19140,1585125,SWD Pit - Side Entry,Not Known,,,,SWD Pit - Side Entry Pit - VicRoads Type,300401-003,Side Entry,None,-37.79108168046312,144.91959534892234,"-37.79108168046312, 144.91959534892234"
19141,1146113,SWD Pit - Grated Kerbside,Precast Concrete,,Mild Steel,,SWD Pit - Grated Kerbside Pit - Unclassified,300404-000,Grated Kerbside,None,-37.81022374662721,144.92306734929744,"-37.81022374662721, 144.92306734929744"
19142,1148350,SWD Pit - Grated Kerbside,In Situ Concrete,940,Mild Steel,600,SWD Pit - Grated Kerbside Pit - Unclassified,300404-000,Grated Kerbside,None,-37.80413706046919,144.96346752036771,"-37.80413706046919, 144.96346752036771"
19143,1144489,SWD Pit - Grated Kerbside,Brick,1050,Mild Steel,620,SWD Pit - Grated Kerbside Pit - Unclassified,300404-000,Grated Kerbside,None,-37.804616436508,144.94338730427,"-37.804616436508, 144.94338730427"
19144,1147510,SWD Pit - Grated Side Entry,Precast Concrete,915,Cast Iron,380,SWD Pit - Grated Side Entry Pit - 915x381 Frame and Grate,300402-001,Grated Side Entry,None,-37.819952040322875,144.98083753680123,"-37.819952040322875, 144.98083753680123"
19145,1148307,SWD Pit - Junction,In Situ Concrete,,,,SWD Pit - Junction Pit - Unclassified,300410-000,Junction,None,-37.80404324209307,144.9658708189256,"-37.80404324209307, 144.9658708189256"
19146,1145231,SWD Pit - Grated Side Entry,Precast Concrete,980,Mild Steel,425,SWD Pit - Grated Side Entry Pit - 915x381 Frame and Grate,300402-001,Grated Side Entry,None,-37.797428819511545,144.9203454746712,"-37.797428819511545, 144.9203454746712"
19147,1758358,SWD Pit - Junction,In Situ Concrete,,,,SWD Pit - Junction Pit - Non Standard Cover,300410-007,Junction,None,-37.82281979553146,144.96510964227218,"-37.82281979553146, 144.96510964227218"
19148,1363898,SWD Pit - Grated Manhole,Not Known,450,Mild Steel,450,SWD Pit - Laneway Type - Non Standard Frame and Grate,300407-003,Lane Type,None,-37.790211031394264,144.93040656628386,"-37.790211031394264, 144.93040656628386"
19149,1149175,SWD Pit - Submerged,Not Known,,,,SWD Pit - Submerged,300415-000,Submerged,None,-37.813047268303606,144.9653496060267,"-37.813047268303606, 144.9653496060267"
19150,1363606,SWD Pit - Other,Stainless Steel,920,Not Known,430,SWD Pit - Other,300417-000,Other,None,-37.78933709553603,144.92771219603395,"-37.78933709553603, 144.92771219603395"
19151,1146505,SWD Pit - Grated OFK,Precast Concrete,930,Mild Steel,430,SWD Pit - Grated Overflow Kerb Pit - Unclassified,300405-000,Grated OFK,Concrete,-37.801945744388576,144.91778951942368,"-37.801945744388576, 144.91778951942368"
19152,1149965,SWD Pit - Other,Not Known,,,,SWD Pit - Other,300417-000,Other,None,-37.796593594064475,144.9344357625861,"-37.796593594064475, 144.9344357625861"
19153,1145480,SWD Pit - Side Entry,Precast Concrete,,,,SWD Pit - Side Entry Pit - Unclassified,300401-000,Side Entry,None,-37.82284078969392,144.93682109018127,"-37.82284078969392, 144.93682109018127"
19154,1145323,SWD Pit - Grated Side Entry,Precast Concrete,980,Mild Steel,430,SWD Pit - Grated Side Entry Pit - 915x381 Frame and Grate,300402-001,Grated Side Entry,None,-37.795496821971035,144.92370747220895,"-37.795496821971035, 144.92370747220895"
19155,1152574,SWD Pit - Not Known,Precast Concrete,,,,SWD Pit - Not Known,300418-000,Not Known,Not Known,-37.82327860079703,144.97090142039463,"-37.82327860079703, 144.97090142039463"
19156,1149557,SWD Pit - Submerged,Not Known,,,,SWD Pit - Submerged,300415-000,Submerged,None,-37.806281559651886,144.96154380811274,"-37.806281559651886, 144.96154380811274"
19157,1146791,SWD Pit - Run Through Inlet,Precast Concrete,,,,SWD Pit - Run Through Inlet - Non Standard,300411-001,Run Through Inlet,None,-37.794498869902334,144.95706747640963,"-37.794498869902334, 144.95706747640963"
19158,1152027,SWD Pit - Junction,In Situ Concrete,,,,SWD Pit - Junction Pit - Non Standard Cover,300410-007,Junction,None,-37.82544239325171,144.96513564842707,"-37.82544239325171, 144.96513564842707"
19159,1742643,SWD Pit - Junction,In Situ Concrete,,,,SWD Pit - Junction Pit - Non Standard Cover,300410-007,Junction,None,-37.806333180927574,144.96552925086397,"-37.806333180927574, 144.96552925086397"
19160,1150195,SWD Pit - System Node,Precast Concrete,,,,SWD Pit - System Node,300414-000,System Node,None,-37.798665344160646,144.9232321564976,"-37.798665344160646, 144.9232321564976"
19161,1145307,SWD Pit - Grated Kerbside,Precast Concrete,938,Mild Steel,545,SWD Pit - Grated Kerbside Pit - 937x549 Frame and Grate,300404-002,Grated Kerbside,None,-37.79508182092592,144.92257754034574,"-37.79508182092592, 144.92257754034574"
19162,1658622,SWD Pit - Submerged,Not Known,,,,SWD Pit - Submerged,300415-000,Submerged,None,-37.82541584370764,144.95955576361266,"-37.82541584370764, 144.95955576361266"
19163,1599072,SWD Pit - Submerged,Not Known,,,,SWD Pit - Submerged,300415-000,Submerged,None,-37.81016275302326,144.96139844785574,"-37.81016275302326, 144.96139844785574"
19164,1150725,SWD Pit - System Node,Precast Concrete,,,,SWD Pit - System Node,300414-000,System Node,None,-37.82318263811352,144.97678295426246,"-37.82318263811352, 144.97678295426246"
19165,1152132,SWD Pit - Junction Pit,In Situ Concrete,,,,SWD Pit - Junction Pit - Unclassified,300410-000,Junction,None,-37.8076706850021,144.95794757026317,"-37.8076706850021, 144.95794757026317"
19166,1153098,SWD Pit - Junction,Precast Concrete,,,,SWD Pit - Junction Pit - Unclassified,300410-000,Junction,None,-37.78115641746216,144.94086127421258,"-37.78115641746216, 144.94086127421258"
19167,1146158,SWD Pit - Grated OFK,Precast Concrete,930,Mild Steel,430,SWD Pit - Grated Overflow Kerb Pit - Unclassified,300405-000,Grated OFK,Concrete,-37.80952483265189,144.93291242400633,"-37.80952483265189, 144.93291242400633"
19168,1804339,SWD Pit - Junction,Cast Iron Concrete Infill,,,,SWD Pit - Junction Pit - Non Standard Cover,300410-007,Junction,None,-37.81640525563528,144.9631306234989,"-37.81640525563528, 144.9631306234989"
19169,1142238,SWD Pit - Grated Kerbside,Brick,300,Mild Steel,100,SWD Pit - Grated Kerbside Pit - Unclassified,300404-000,Grated Kerbside,None,-37.82947945857499,144.97308072555327,"-37.82947945857499, 144.97308072555327"
19170,1657781,SWD Pit - Other,Other,,,,SWD Pit - Other,300417-000,Other,None,-37.79192537784412,144.93685481184653,"-37.79192537784412, 144.93685481184653"
19171,1146820,SWD Pit - Side Entry,Brick,,,,SWD Pit - Side Entry Pit - Unclassified,300401-000,Side Entry,None,-37.79951984138273,144.9573464052926,"-37.79951984138273, 144.9573464052926"
19172,1599276,SWD Pit - Pipe to Pipe,None,,,,SWD Pit - Pipe to Pipe,300419-000,Pipe to Pipe,None,-37.82821133695476,144.95988641057787,"-37.82821133695476, 144.95988641057787"
19173,1150196,SWD Pit - System Node,Precast Concrete,,,,SWD Pit - System Node,300414-000,System Node,None,-37.79840745419511,144.9215275436506,"-37.79840745419511, 144.9215275436506"
19174,1141257,SWD Pit - Submerged,Not Known,,,,SWD Pit - Submerged,300415-000,Submerged,None,-37.825984344990296,144.95852361142698,"-37.825984344990296, 144.95852361142698"
19175,1363220,SWD Pit - Junction,Not Known,,,,SWD Pit - Junction Pit - Unclassified,300410-000,Junction,None,-37.79309461671583,144.92844903764518,"-37.79309461671583, 144.92844903764518"
19176,1785598,SWDPit - Grated OFK,In Situ Concrete,930,Mild Steel,600,"SWD Pit - Grated Overflow Kerb Pit - Exposed Aggregate Kerb, 937x549 Frame and Grate",300405-005,Grated OFK,Concrete,-37.819825049918116,144.95541031535578,"-37.819825049918116, 144.95541031535578"
19177,1153002,SWD Pit - Pipe to Pipe,None,,,,SWD Pit - Pipe to Pipe,300419-000,Pipe to Pipe,None,-37.824549988483334,144.95796998022422,"-37.824549988483334, 144.95796998022422"
19178,1145078,SWD Pit - Lane Type,Precast Concrete,500,Mild Steel,500,SWD Pit - Laneway Type - Unclassified,300407-000,Lane Type,None,-37.793093768601416,144.91731855262623,"-37.793093768601416, 144.91731855262623"
19179,1151107,SWD Pit - Submerged,Brick,,,,SWD Pit - Submerged,300415-000,Submerged,None,-37.79684087094457,144.9749184317901,"-37.79684087094457, 144.9749184317901"
19180,1582312,SWD Pit - Grated Side Entry,Mild Steel,937,Concrete,549,SWD Pit - Grated Side Entry Pit - 937x549 Frame and Grate,300402-002,Grated Side Entry,None,-37.82214055182592,144.970888397256,"-37.82214055182592, 144.970888397256"
19181,1152512,SWD Pit - Not Known,Precast Concrete,,,,SWD Pit - Not Known,300418-000,Not Known,Not Known,-37.82053429509381,144.95943221486354,"-37.82053429509381, 144.95943221486354"
19182,1146047,SWD Pit - Grated OFK,Precast Concrete,930,Mild Steel,430,SWD Pit - Grated Overflow Kerb Pit - Unclassified,300405-000,Grated OFK,Concrete,-37.81246183774585,144.92513435132784,"-37.81246183774585, 144.92513435132784"
19183,1586069,SWD Pit - Grated Manhole,Not Known,,Mild Steel,,SWD Pit - Grated Manhole,300413-001,Grated Manhole,None,-37.80501309323858,144.96785969498634,"-37.80501309323858, 144.96785969498634"
19184,1551220,SWD Pit - Junction,Concrete,,,,SWD Pit - Junction Pit - Unclassified,300410-000,Junction,None,-37.79993412877449,144.95873500222584,"-37.79993412877449, 144.95873500222584"
