id,asset_number,asset_description,construction_material_lupvalue,grate_length,grate_material_lupvalue,grate_width,model_descr_lupvalue,model_no_lupvalue,object_type_lupvalue,overflow_kerb_lupvalue,lat,lon,construction_material_group
138,1141746,SWD Pit - Grated Kerbside,In Situ Concrete,930,Mild Steel,600,SWD Pit - Grated Kerbside Pit - Unclassified,300404-000,Grated Kerbside,None,-37.82627394975826,144.96778862433808,Concrete/Concrete Composite
139,1148050,SWD Pit - Grated OFK,In Situ Concrete,930,Mild Steel,600,"SWD Pit - Grated Overflow Kerb Pit - Bluestone Kerb, 937x549 Frame and Grate",300405-002,Grated OFK,Bluestone,-37.80013909742632,144.9699198301426,Concrete/Concrete Composite
140,1147533,SWD Pit - Grated OFK,In Situ Concrete,930,Mild Steel,600,"SWD Pit - Grated Overflow Kerb Pit - Bluestone Kerb, Non Standard Frame and Grate",300405-003,Grated OFK,Bluestone,-37.81704669178303,144.96923882136787,Concrete/Concrete Composite
141,1152147,SWD Pit - Junction,Precast Concrete,0,None,0,SWD Pit - Junction Pit - Unclassified,300410-000,Junction,Not Known,-37.81914678425188,144.9816753749535,Concrete/Concrete Composite
142,1758478,SWD Pit - Lane Type,In Situ Concrete,850,Mild Steel,840,SWD Pit - Laneway Type - Non Standard Frame and Grate,300407-003,Lane Type,None,-37.797338997531014,144.96561398282049,Concrete/Concrete Composite
143,1147849,SWD Pit - Grated OFK,Brick,1040,Mild Steel,700,"SWD Pit - Grated Overflow Kerb Pit - Bluestone Kerb, Non Standard Frame and Grate",300405-003,Grated OFK,Bluestone,-37.78859575134983,144.96888732584745,Brick
144,1794321,SWD Pit - Lane Type,In Situ Concrete,1000,Mild Steel,590,SWD Pit - Laneway Type - Non Standard Frame and Grate,300407-003,Lane Type,None,-37.82050141565718,144.9411235488713,Concrete/Concrete Composite
145,1150713,SWD Pit - System Node,Brick,0,None,0,SWD Pit - System Node,300414-000,System Node,None,-37.8213206649656,144.97494521988267,Brick
146,1600851,SWD Pit - Grated Side Entry,Not Known,930,Mild Steel,430,SWD Pit - Grated Side Entry Pit - Unclassified,300402-000,Grated Side Entry,None,-37.796587157765934,144.93436166897686,Unknown
147,1150512,SWD Pit - System Node,Precast Concrete,0,None,0,SWD Pit - System Node,300414-000,System Node,None,-37.78277735367816,144.93933030891876,Concrete/Concrete Composite
148,1376045,Side Entry Pit,In Situ Concrete,NA,NA,NA,SWD Pit - Not Known,NA,Side Entry,NA,-37.84095069874636,144.97888884616663,Concrete/Concrete Composite
149,1781952,SWD Pit - Grated OFK,Concrete,937,Cast Iron,549,"SWD Pit - Grated Overflow Kerb Pit - Bluestone Kerb, 937x549 Frame and Grate",300405-002,Grated OFK,Bluestone,-37.81247966889464,144.9884046506132,Concrete/Concrete Composite
150,1152351,SWD Pit - Not Known,Precast Concrete,0,Not Known,0,SWD Pit - Not Known,300418-000,Not Known,Not Known,-37.80195445891764,144.922752847076,Concrete/Concrete Composite
151,1147140,SWD Pit - Grated OFK,Cast Iron Concrete Infill,1020,Cast Iron,630,"SWD Pit - Grated Overflow Kerb Pit - Bluestone Kerb, Non Standard Frame and Grate",300405-003,Grated OFK,Bluestone,-37.809900731497336,144.97985396582897,Concrete/Concrete Composite
152,1152332,SWD Pit - Not Known,Precast Concrete,0,Not Known,0,SWD Pit - Not Known,300418-000,Not Known,Not Known,-37.804690414012256,144.92530350191143,Concrete/Concrete Composite
153,1472772,Junction Pit,In Situ Concrete,NA,NA,NA,SWD Pit - Not Known,NA,Junction,NA,-37.83083522509936,144.97281604024644,Concrete/Concrete Composite
154,1472819,Trench Grate,In Situ Concrete,NA,NA,NA,SWD Pit - Not Known,NA,Trench Grate,NA,-37.830727805295915,144.97279512022203,Concrete/Concrete Composite
155,1770360,SWD - Grated Pit,Concrete,NA,NA,NA,NA,300402-000,Grated Side Entry,NA,-37.80202904067959,144.96065116031792,Concrete/Concrete Composite
156,1141020,SWD Pit - Grated OFK,In Situ Concrete,930,Mild Steel,600,SWD Pit - Grated Overflow Kerb Pit - Unclassified,300405-000,Grated OFK,Concrete,-37.812825303455696,144.96772887650923,Concrete/Concrete Composite
157,1144285,SWD Pit - Grated OFK,Not Known,930,Mild Steel,600,"SWD Pit - Grated Overflow Kerb Pit - Exposed Aggregate Kerb, 937x549 Frame and Grate",300405-005,Grated OFK,Concrete,-37.79784833213354,144.93761015880258,Unknown
158,1472403,SWD Pit - Grated OFK,Brick,930,Mild Steel,600,"SWD Pit - Grated Overflow Kerb Pit - Exposed Aggregate Kerb, Non Standard Frame and Grate",300405-006,Grated OFK,Concrete,-37.816548490476414,144.9692004468643,Brick
159,1759411,SWD Pit - Lane Type,In Situ Concrete,500,Mild Steel,500,SWD Pit - Laneway Type - Non Standard Frame and Grate,300407-003,Lane Type,None,-37.813205116271675,144.9719763900815,Concrete/Concrete Composite
160,1154760,SWD Pit - Junction,Not Known,NA,None,NA,NA,NA,Junction,None,-37.81478149315039,144.97968468454877,Unknown
161,1376108,Grated Manhole,In Situ Concrete,NA,NA,NA,SWD Pit - Not Known,NA,Grated Manhole,NA,-37.826911925752874,144.9726518774899,Concrete/Concrete Composite
162,1452567,Grated Manhole,Precast Concrete,NA,NA,NA,SWD Pit - Not Known,NA,Grated Manhole,NA,-37.77950798493004,144.95597904734294,Concrete/Concrete Composite
163,1147450,SWD Pit - Grated Kerbside,Cast Iron Concrete Infill,930,Cast Iron,430,SWD Pit - Grated Kerbside Pit - Non Standard Frame and Grate,300404-003,Grated Kerbside,None,-37.81893545802131,144.98921784934458,Concrete/Concrete Composite
164,1143187,SWD Pit - Grated OFK,Brick,930,Mild Steel,600,"SWD Pit - Grated Overflow Kerb Pit - Exposed Aggregate Kerb, 937x549 Frame and Grate",300405-005,Grated OFK,Concrete,-37.81778985571731,144.96235654709153,Brick
165,1459164,SWD Pit - Grated Kerbside,In Situ Concrete,930,Mild Steel,600,SWD Pit - Grated Kerbside Pit - Unclassified,300404-000,Grated Kerbside,None,-37.82371664193129,144.96759815917625,Concrete/Concrete Composite
166,1152282,SWD Pit - Not Known,Precast Concrete,0,Not Known,0,SWD Pit - Not Known,300418-000,Not Known,Not Known,-37.80094088987027,144.92824061625677,Concrete/Concrete Composite
167,1588245,SWD Pit - Double Grated OFK,Concrete,949,Mild Steel,537,"SWD Pit - Double Grated Overflow Kerb Pit - Bluestone Kerb, 2/937x549 Frame and Grate",300406-001,Double Grated OFK,Bluestone,-37.806972842986035,144.9674970228079,Concrete/Concrete Composite
168,1141113,SWD Pit - Grated Side Entry,Brick,900,Mild Steel,430,"SWD Pit - Grated Overflow Kerb Pit - Bluestone Kerb, 915x381 Frame and Grate",300405-001,Grated OFK,Bluestone,-37.813004573123585,144.96353147533586,Brick
169,1785328,SWD Pit - Lane Type,Precast Concrete,700,Mild Steel,0,SWD Pit - Laneway Type - Non Standard Frame and Grate,300407-003,Lane Type,None,-37.8263225087237,144.96723444964897,Concrete/Concrete Composite
170,1794305,SWD Pit - Lane Type,In Situ Concrete,600,Cast Iron,500,SWD Pit - Laneway Type - Non Standard Frame and Grate,300407-003,Lane Type,None,-37.8199166644965,144.93745860683416,Concrete/Concrete Composite
171,1141856,SWD Pit - Grated Kerbside,Brick,900,Mild Steel,430,SWD Pit - Grated Kerbside Pit - 937x549 Frame and Grate,300404-002,Grated Kerbside,None,-37.822395001951854,144.96618001633556,Brick
172,1452566,Grated Manhole,Precast Concrete,NA,NA,NA,SWD Pit - Not Known,NA,Grated Manhole,NA,-37.779485974526395,144.9557960574105,Concrete/Concrete Composite
173,1142996,SWD Pit - Grated OFK,Cast Iron Concrete Infill,910,Cast Iron,430,"SWD Pit - Grated Overflow Kerb Pit - Bluestone Kerb, Non Standard Frame and Grate",300405-003,Grated OFK,Bluestone,-37.81568549097546,144.96655116008083,Concrete/Concrete Composite
174,1146396,SWD Pit - Grated OFK,Precast Concrete,910,Mild Steel,430,"SWD Pit - Grated Overflow Kerb Pit - Exposed Aggregate Kerb, 915x381 Frame and Grate",300405-004,Grated OFK,Concrete,-37.800423786237495,144.9168994904017,Concrete/Concrete Composite
175,1453435,Not Known,Not Known,NA,NA,NA,SWD Pit - Not Known,NA,Not Known,NA,-37.82251277058269,144.9719782644849,Unknown
176,1452464,Grated Manhole,Precast Concrete,NA,NA,NA,SWD Pit - Not Known,NA,Grated Manhole,NA,-37.78218099650162,144.96323204314103,Concrete/Concrete Composite
177,1376308,Side Entry Pit,Brick,NA,NA,NA,SWD Pit - Not Known,NA,Side Entry,NA,-37.82165298698301,144.97072986468535,Brick
178,1147765,SWD Pit - Grated OFK,In Situ Concrete,820,Mild Steel,630,"SWD Pit - Grated Overflow Kerb Pit - Bluestone Kerb, Non Standard Frame and Grate",300405-003,Grated OFK,Bluestone,-37.79666001825165,144.9748930480948,Concrete/Concrete Composite
179,1152277,SWD Pit - Not Known,Precast Concrete,0,Not Known,0,SWD Pit - Not Known,300418-000,Not Known,Not Known,-37.80050509197425,144.92584527350616,Concrete/Concrete Composite
180,1153743,SWD Pit - Lane Type,In Situ Concrete,1000,Mild Steel,650,SWD Pit - Laneway Type - Non Standard Frame and Grate,300407-003,Lane Type,None,-37.81995613420641,144.95075327941873,Concrete/Concrete Composite
181,1140112,SWD Pit - Lane Type,Brick,650,Mild Steel,650,SWD Pit - Laneway Type - Unclassified,300407-000,Lane Type,None,-37.81509107574096,144.9582762125246,Brick
182,1749796,SWD Pit - Lane Type,Brick,610,Mild Steel,610,SWD Pit - Laneway Type - 600x600 Frame and Grate,300407-002,Lane Type,None,-37.80747745754494,144.94517183950768,Brick
183,1645583,SWD Pit - Junction,In Situ Concrete,0,None,0,SWD Pit - Junction Pit - Non Standard Cover,300413-001,Junction,None,-37.82099621554611,144.94635390679207,Concrete/Concrete Composite
184,1599259,SWD Pit - Grated OFK,In Situ Concrete,930,Mild Steel,600,"SWD Pit - Grated Overflow Kerb Pit - Exposed Aggregate Kerb, 937x549 Frame and Grate",300405-005,Grated OFK,Concrete,-37.82433802005626,144.95861885655725,Concrete/Concrete Composite
185,1757762,SWD Pit - Grated OFK,In Situ Concrete,930,Mild Steel,600,SWD Pit - Grated Overflow Kerb Pit - Unclassified,300405-000,Grated OFK,Concrete,-37.81734758534516,144.96378540835266,Concrete/Concrete Composite
186,1376221,Grated Manhole,In Situ Concrete,NA,NA,NA,SWD Pit - Not Known,NA,Grated Manhole,NA,-37.82279129338296,144.97438458306576,Concrete/Concrete Composite
187,1472747,Grated Kerbside,In Situ Concrete,NA,NA,NA,SWD Pit - Not Known,NA,Grated Kerbside,NA,-37.831726111856405,144.9738098193059,Concrete/Concrete Composite
188,1153435,SWD Pit - Junction,In Situ Concrete,0,None,0,SWD Pit - Junction Pit - Unclassified,300410-000,Junction,None,-37.81469220043204,144.98633531029995,Concrete/Concrete Composite
189,1141307,SWD Pit - Lane Type,In Situ Concrete,640,Mild Steel,630,SWD Pit - Laneway Type - Non Standard Frame and Grate,300407-003,Lane Type,None,-37.82216534617396,144.9559522761896,Concrete/Concrete Composite
190,1153625,SWD Pit - Lane Type,In Situ Concrete,700,Mild Steel,620,SWD Pit - Laneway Type - Unclassified,300407-000,Lane Type,None,-37.81488427311749,144.94017286423104,Concrete/Concrete Composite
191,1376178,Grated Manhole,Brick,NA,NA,NA,SWD Pit - Not Known,NA,Grated Manhole,NA,-37.824297020658115,144.97298372318758,Brick
192,1559922,SWD Pit - Other,Plastic,NA,NA,NA,NA,NA,Other,NA,-37.82311845693325,144.97558659111337,Plastic
193,1142319,SWD Pit - Grated OFK,Brick,910,Mild Steel,780,"SWD Pit - Grated Overflow Kerb Pit - Bluestone Kerb, Non Standard Frame and Grate",300405-003,Grated OFK,Bluestone,-37.83387837541879,144.97996565781972,Brick
194,1452628,Grated Manhole,Precast Concrete,NA,NA,NA,SWD Pit - Not Known,NA,Grated Manhole,NA,-37.782117004779025,144.9497270147936,Concrete/Concrete Composite
195,1148566,SWD Pit - Grated OFK,In Situ Concrete,930,Mild Steel,600,SWD Pit - Grated Overflow Kerb Pit - Unclassified,300405-000,Grated OFK,Concrete,-37.80220406195992,144.96188035150368,Concrete/Concrete Composite
196,1147379,SWD Pit - Grated OFK,Cast Iron Concrete Infill,910,Cast Iron,430,"SWD Pit - Grated Overflow Kerb Pit - Bluestone Kerb, Non Standard Frame and Grate",300405-003,Grated OFK,Bluestone,-37.81620594047433,144.98508855934674,Concrete/Concrete Composite
197,1153592,SWD Pit - Grated Kerbside,In Situ Concrete,520,Mild Steel,350,SWD Pit - Grated Kerbside Pit - Non Standard Frame and Grate,300404-003,Grated Kerbside,None,-37.820077057162365,144.9503175601342,Concrete/Concrete Composite
198,1152379,SWD Pit - Not Known,Precast Concrete,0,Not Known,0,SWD Pit - Not Known,300418-000,Not Known,Not Known,-37.80126909196001,144.92571146148572,Concrete/Concrete Composite
199,1143706,SWD Pit - Grated OFK,Brick,580,Mild Steel,580,"SWD Pit - Grated Overflow Kerb Pit - Bluestone Kerb, Non Standard Frame and Grate",300405-003,Grated OFK,Bluestone,-37.805417478340814,144.95089765171772,Brick
200,1376203,Grated Manhole,Brick,NA,NA,NA,SWD Pit - Not Known,NA,Grated Manhole,NA,-37.82319754510831,144.97174638910087,Brick
201,1141156,SWD Pit - Lane Type,Brick,610,Mild Steel,220,SWD Pit - Laneway Type - 600x600 Frame and Grate,300407-002,Lane Type,None,-37.813104545280126,144.96097129648285,Brick
202,1147426,SWD Pit - Grated OFK,Cast Iron Concrete Infill,935,Cast Iron,600,"SWD Pit - Grated Overflow Kerb Pit - Bluestone Kerb, Non Standard Frame and Grate",300405-003,Grated OFK,Bluestone,-37.81726305352402,144.98795195076943,Concrete/Concrete Composite
203,1142535,SWD Pit - Grated OFK,Brick,910,Mild Steel,430,"SWD Pit - Grated Overflow Kerb Pit - Bluestone Kerb, 915x381 Frame and Grate",300405-001,Grated OFK,Bluestone,-37.83835929351876,144.98630964934858,Brick
204,1573418,SWD Pit - Grated OFK,Cast Iron,930,Mild Steel,600,"SWD Pit - Grated Overflow Kerb Pit - Bluestone Kerb, Non Standard Frame and Grate",300405-003,Grated OFK,Bluestone,-37.80958970790058,144.96351364818105,Metal
205,1147648,SWD Pit - Grated OFK,Brick,938,Mild Steel,545,"SWD Pit - Grated Overflow Kerb Pit - Bluestone Kerb, 937x549 Frame and Grate",300405-002,Grated OFK,Bluestone,-37.798666798667995,144.95791345490372,Brick
206,1631493,SWD Pit - Grated OFK,Cast Iron Concrete Infill,930,Cast Iron,430,"SWD Pit - Grated Overflow Kerb Pit - Bluestone Kerb, Non Standard Frame and Grate",300405-003,Grated OFK,Bluestone,-37.8114344294802,144.96460374898686,Concrete/Concrete Composite
207,1140985,SWD Pit - Grated OFK,In Situ Concrete,900,Mild Steel,430,SWD Pit - Grated Overflow Kerb Pit - Unclassified,300405-000,Grated OFK,Concrete,-37.8115068050206,144.96736939545406,Concrete/Concrete Composite
208,1140812,SWD Pit - Lane Type,Brick,630,Mild Steel,610,SWD Pit - Laneway Type - Unclassified,300407-000,Lane Type,None,-37.81129058744976,144.96925865210991,Brick
209,1152383,SWD Pit - Not Known,Precast Concrete,0,Not Known,0,SWD Pit - Not Known,300418-000,Not Known,Not Known,-37.801225662974296,144.92691962836014,Concrete/Concrete Composite
210,1154678,SWD Pit - Other,Not Known,NA,None,NA,NA,NA,Other,None,-37.81309767581269,144.98163622863623,Unknown
211,1376260,Grated Manhole,Brick,NA,NA,NA,SWD Pit - Not Known,NA,Grated Manhole,NA,-37.82529093996056,144.97692453483572,Brick
212,1147163,SWD Pit - Grated OFK,Cast Iron Concrete Infill,610,Cast Iron,600,"SWD Pit - Grated Overflow Kerb Pit - Bluestone Kerb, Non Standard Frame and Grate",300405-003,Grated OFK,Bluestone,-37.81531998469363,144.97727754486482,Concrete/Concrete Composite
213,1658776,SWD Pit - Grated Manhole,Precast Concrete,700,Mild Steel,700,SWD Pit - Not Known,300418-000,Grated Manhole,None,-37.826800760504725,144.9675788686369,Concrete/Concrete Composite
214,1376179,Grated Manhole,Brick,NA,NA,NA,SWD Pit - Not Known,NA,Grated Manhole,NA,-37.82440633637682,144.9726122932144,Brick
215,1453436,Not Known,Not Known,NA,NA,NA,SWD Pit - Not Known,300401-000,Not Known,NA,-37.82412123901326,144.97375028844323,Unknown
216,1144714,SWD Pit - Grated OFK,Brick,900,Mild Steel,430,"SWD Pit - Grated Overflow Kerb Pit - Exposed Aggregate Kerb, 915x381 Frame and Grate",300405-004,Grated OFK,Concrete,-37.794573822711655,144.93041836739087,Brick
217,1599807,SWD Pit - Grated OFK,In Situ Concrete,900,Mild Steel,430,"SWD Pit - Grated Overflow Kerb Pit - Exposed Aggregate Kerb, 915x381 Frame and Grate",300405-004,Grated OFK,Concrete,-37.79372189813826,144.94043464154083,Concrete/Concrete Composite
218,1794057,SWD Pit - Trench Grate,In Situ Concrete,1320,Cast Iron,380,SWD Pit - Trench Grate - Non Standard Frame and Grate,300409-001,Trench Grate,None,-37.82154816700594,144.94513915887168,Concrete/Concrete Composite
219,1148488,SWD Pit - Lane Type,In Situ Concrete,630,Mild Steel,630,SWD Pit - Laneway Type - Non Standard Frame and Grate,300407-003,Lane Type,None,-37.803592260750534,144.96215259733432,Concrete/Concrete Composite
220,1785520,SWDPit - Lane Type,Precast Concrete,700,Mild Steel,700,SWD Pit - Laneway Type - Non Standard Frame and Grate,300407-003,Lane Type,None,-37.82154657553892,144.9556705649287,Concrete/Concrete Composite
221,1147415,SWD Pit - Grated OFK,Cast Iron Concrete Infill,1070,Cast Iron,500,"SWD Pit - Grated Overflow Kerb Pit - Bluestone Kerb, Non Standard Frame and Grate",300405-003,Grated OFK,Bluestone,-37.81705106679121,144.98879947895958,Concrete/Concrete Composite
222,1141006,SWD Pit - Grated Kerbside,In Situ Concrete,900,Mild Steel,430,SWD Pit - Grated Kerbside Pit - Unclassified,300404-000,Grated Kerbside,None,-37.81249008005859,144.96523018299862,Concrete/Concrete Composite
223,1152933,SWD Pit - System Node,Not Known,0,None,0,SWD Pit - System Node,300414-000,System Node,None,-37.778003468304334,144.94882541443255,Unknown
224,1452273,Grated Manhole,In Situ Concrete,NA,NA,NA,SWD Pit - Not Known,NA,Grated Manhole,NA,-37.82028929945993,144.9694737189427,Concrete/Concrete Composite
225,1759387,SWD Pit - Grated Kerbside,In Situ Concrete,930,Mild Steel,600,SWD Pit - Grated Kerbside Pit - Unclassified,300404-000,Grated Kerbside,None,-37.81287142580899,144.9717575408509,Concrete/Concrete Composite
226,1154743,SWD Pit - Other,Not Known,NA,None,NA,NA,NA,Other,None,-37.81427409526874,144.98019220152617,Unknown
227,1453422,Not Known,Not Known,NA,NA,NA,SWD Pit - Not Known,NA,Not Known,NA,-37.83992794277712,144.98087843743997,Unknown
228,1472859,Junction Pit,In Situ Concrete,NA,NA,NA,SWD Pit - Not Known,NA,Junction,NA,-37.82738762811163,144.97217405832362,Concrete/Concrete Composite
229,1472843,Grated Manhole,In Situ Concrete,NA,NA,NA,SWD Pit - Not Known,NA,Grated Manhole,NA,-37.828562484290224,144.9724614980362,Concrete/Concrete Composite
230,1154716,SWD Pit - Other,Not Known,NA,None,NA,NA,NA,Other,None,-37.81340807149323,144.98049217835012,Unknown
231,1452543,Grated Manhole,Precast Concrete,NA,NA,NA,SWD Pit - Not Known,NA,Grated Manhole,NA,-37.783681992614994,144.96048703463657,Concrete/Concrete Composite
232,1143195,SWD Pit - Grated OFK,Brick,900,Mild Steel,430,"SWD Pit - Grated Overflow Kerb Pit - Exposed Aggregate Kerb, 915x381 Frame and Grate",300405-004,Grated OFK,Concrete,-37.817570435738666,144.9631179062071,Brick
233,1519159,SWD Pit - Grated OFK,Cast Iron Concrete Infill,930,Cast Iron,600,"SWD Pit - Grated Overflow Kerb Pit - Bluestone Kerb, 915x381 Frame and Grate",300405-001,Grated OFK,Bluestone,-37.814295699829536,144.98566723932936,Concrete/Concrete Composite
234,1452619,Not Known,Precast Concrete,NA,NA,NA,SWD Pit - Not Known,NA,Not Known,NA,-37.78184304326398,144.952037047303,Concrete/Concrete Composite
235,1768629,SWD Pit - Other,Concrete,NA,NA,NA,NA,300417-000,Other,NA,-37.82342900940024,144.94264190774686,Concrete/Concrete Composite
