geo_point_2d,lat,lon,geo_shape,built,dnstr_pit,upstr_inv,upstr_pit,ref,width_mm,condition,operator,diameter,material,height_mm,mat_desc,dnstr_inv,connection_status,pipe_length_m,pipe_age_yr
"-37.800396454312306, 144.92333936691358",-37.800396454312306,144.92333936691358,"{""coordinates"": [[144.9231881497915, -37.800268730205204], [144.92349058403565, -37.8005241784194]], ""type"": ""LineString""}",1981-01-01,1153059,NA,1152259,1138068,0,NA,4,300,Concrete,0,RCP up to 375 Diameter,NA,Both connections recorded,38.90153955843467,45
"-37.79607029072538, 144.9209555021652",-37.79607029072538,144.9209555021652,"{""coordinates"": [[144.9210005015251, -37.79611979126322], [144.9209105028053, -37.79602079018754]], ""type"": ""LineString""}",1995-01-01,1145280,NA,1145279,1133669,0,4.56688812794322,City of Melbourne,1050,Concrete,0,RCP 600 Diameter and above,NA,Both connections recorded,13.549038738373577,31
"-37.77688286712155, 144.93959431757753",-37.77688286712155,144.93959431757753,"{""coordinates"": [[144.93963453034723, -37.77685554393685], [144.93955410480785, -37.77691019030625]], ""type"": ""LineString""}",2006-07-01,1153251,NA,1363755,1473997,0,4.80608835326618,City of Melbourne,525,Concrete,0,NA,NA,Both connections recorded,9.326839390774545,20
"-37.80143291021207, 144.9512860024751",-37.80143291021207,144.9512860024751,"{""coordinates"": [[144.95125949595854, -37.801580437920336], [144.95131250899163, -37.801285382503806]], ""type"": ""LineString""}",1940-01-01,1143794,NA,1143796,1130706,0,3.20321025865535,City of Melbourne,450,Earthenware,0,Earthenware,NA,Both connections recorded,33.080128185167204,86
"-37.81427345729711, 144.9786351676317",-37.81427345729711,144.9786351676317,"{""coordinates"": [[144.9786252204673, -37.81428829114968], [144.9786451147961, -37.814258623444545]], ""type"": ""LineString""}",NA,1154731,NA,1154732,1154496,0,NA,City of Melbourne,150,Plastic,0,Unknown,NA,Both connections recorded,3.7298681029073513,NA
"-37.822604379400445, 144.93729031850057",-37.822604379400445,144.93729031850057,"{""coordinates"": [[144.93727445017953, -37.82264765949891], [144.93730618682162, -37.822561099301986]], ""type"": ""LineString""}",2010-07-01,NA,NA,NA,1474982,0,4.89257480725918,City of Melbourne,375,Concrete,0,RCP up to 375 Diameter,NA,Both connections missing,10.00566447396669,16
"-37.82263176652199, 144.94012909244685",-37.82263176652199,144.94012909244685,"{""coordinates"": [[144.94011294717274, -37.82263916158462], [144.94014523772097, -37.822624371459355]], ""type"": ""LineString""}",2012-02-15,NA,NA,NA,1506104,0,4.92773759460936,City of Melbourne,375,Concrete,0,NA,NA,Both connections missing,3.2828901950572753,14
"-37.815172713293734, 144.9777751842294",-37.815172713293734,144.9777751842294,"{""coordinates"": [[144.97775770080088, -37.81517025020266], [144.9777926676579, -37.8151751763848]], ""type"": ""LineString""}",NA,1154765,NA,NA,1154569,0,NA,City of Melbourne,100,Plastic,0,Unknown,NA,Upstream missing,3.1270897853878865,NA
"-37.813522988564, 144.9817968070892",-37.813522988564,144.9817968070892,"{""coordinates"": [[144.98180633014852, -37.81352576565564], [144.9817872840299, -37.813520211472365]], ""type"": ""LineString""}",NA,1154694,NA,NA,1154608,0,NA,City of Melbourne,100,Other,0,Unknown,NA,Upstream missing,1.7868094506862897,NA
"-37.81426588892268, 144.9780448475373",-37.81426588892268,144.9780448475373,"{""coordinates"": [[144.97804982251233, -37.814235514088296], [144.97803987256225, -37.814296263757065]], ""type"": ""LineString""}",NA,1154723,NA,NA,1154580,NA,NA,City of Melbourne,100,Unknown,NA,NA,NA,Upstream missing,6.799467744004712,NA
"-37.81927334812326, 144.97408541827718",-37.81927334812326,144.97408541827718,"{""coordinates"": [[144.97418207422362, -37.81913661525101], [144.97398876233072, -37.8194100809955]], ""type"": ""LineString""}",NA,1474271,NA,1474284,1476793,NA,3,City of Melbourne,600,Concrete,NA,NA,NA,Both connections recorded,34.79934968754621,NA
"-37.81916489578784, 144.9743081438758",-37.81916489578784,144.9743081438758,"{""coordinates"": [[144.97418207422362, -37.81913661525101], [144.97443421352796, -37.819193176324674]], ""type"": ""LineString""}",NA,1474284,NA,1474286,1476784,NA,3,City of Melbourne,300,Concrete,NA,NA,NA,Both connections recorded,23.070859903870964,NA
"-37.819518794209074, 144.97512163605185",-37.819518794209074,144.97512163605185,"{""coordinates"": [[144.97537743089921, -37.819610638917446], [144.9748658412045, -37.81942694950071]], ""type"": ""LineString""}",NA,1474292,NA,1474293,1476815,NA,3,City of Melbourne,225,Concrete,NA,NA,NA,Both connections recorded,49.44340323616664,NA
"-37.81910643258051, 144.974035295957",-37.81910643258051,144.974035295957,"{""coordinates"": [[144.9738885176904, -37.81907624991001], [144.97418207422362, -37.81913661525101]], ""type"": ""LineString""}",NA,1474284,NA,1474291,1476804,NA,3,City of Melbourne,225,Concrete,NA,NA,NA,Both connections recorded,26.701294566359213,NA
"-37.83474810082228, 144.9832934195913",-37.83474810082228,144.9832934195913,"{""coordinates"": [[144.98329735633152, -37.83474863777241], [144.98328948285106, -37.83474756387216]], ""type"": ""LineString""}",1966-01-01,1150676,NA,1150675,1132432,0,3.93051177783831,City of Melbourne,375,Concrete,0,Unknown,NA,Both connections recorded,0.703270813404039,60
"-37.816237897340244, 144.9373887457685",-37.816237897340244,144.9373887457685,"{""coordinates"": [[144.93735071454083, -37.81627950284361], [144.9374267769962, -37.816196291836874]], ""type"": ""LineString""}",2012-02-15,NA,NA,NA,1503826,0,4.92773763560032,City of Melbourne,375,Concrete,0,NA,NA,Both connections missing,11.408582214574734,14
"-37.81591503638762, 144.93713376261812",-37.81591503638762,144.93713376261812,"{""coordinates"": [[144.93707207107036, -37.815941415624636], [144.93719545416587, -37.815888657150616]], ""type"": ""LineString""}",2012-02-15,NA,NA,NA,1503794,0,4.92773764827708,City of Melbourne,375,Concrete,0,NA,NA,Both connections missing,12.3417483486107,14
"-37.816108854747824, 144.93728808854047",-37.816108854747824,144.93728808854047,"{""coordinates"": [[144.93725675479754, -37.816057016527424], [144.93731942228337, -37.81616069296823]], ""type"": ""LineString""}",2012-02-15,NA,NA,NA,1503757,0,4.92773766184097,City of Melbourne,525,Concrete,0,NA,NA,Both connections missing,12.761941435950856,14
"-37.815878399368096, 144.93708282112212",-37.815878399368096,144.93708282112212,"{""coordinates"": [[144.93704619441144, -37.815892344028676], [144.9371194478328, -37.815864454707516]], ""type"": ""LineString""}",2012-02-15,NA,NA,NA,1503736,0,4.92773767011399,City of Melbourne,525,Concrete,0,NA,NA,Both connections missing,7.15442448902331,14
"-37.793840665366574, 144.91836742627942",-37.793840665366574,144.91836742627942,"{""coordinates"": [[144.91815433681685, -37.79396355497308], [144.91858051574195, -37.79371777576007]], ""type"": ""LineString""}",1995-01-01,1145019,NA,1151027,1133510,0,4.51848157620416,City of Melbourne,300,Concrete,0,RCP up to 375 Diameter,NA,Both connections recorded,46.40257039084654,31
"-37.789382596131276, 144.95913997408755",-37.789382596131276,144.95913997408755,"{""coordinates"": [[144.9591989799296, -37.78934573487868], [144.9590809682455, -37.78941945738388]], ""type"": ""LineString""}",1944-01-01,1150042,NA,1147627,1130633,0,3.29844838681481,City of Melbourne,375,Earthenware,0,Earthenware,NA,Both connections recorded,13.22906604136155,82
"-37.82076754835494, 144.9553727592031",-37.82076754835494,144.9553727592031,"{""coordinates"": [[144.955355775484, -37.820729546507174], [144.95538974292222, -37.82080555020269]], ""type"": ""LineString""}",1942-01-01,1140322,NA,1140323,1128116,0,3.25086298796531,City of Melbourne,225,Earthenware,0,Earthenware,NA,Both connections recorded,8.950328550685033,84
"-37.81617286591269, 144.9372874210444",-37.81617286591269,144.9372874210444,"{""coordinates"": [[144.9372554198054, -37.81618503885714], [144.93731942228337, -37.81616069296823]], ""type"": ""LineString""}",2012-02-15,NA,NA,NA,1503810,0,4.92773764198145,City of Melbourne,375,Concrete,0,NA,NA,Both connections missing,6.249868395799937,14
"-37.81600190240493, 144.9379378225754",-37.81600190240493,144.9379378225754,"{""coordinates"": [[144.9378505216193, -37.81603511008243], [144.93802512353147, -37.815968694727424]], ""type"": ""LineString""}",2012-02-15,NA,NA,NA,1503824,0,4.92773763636992,City of Melbourne,375,Concrete,0,NA,NA,Both connections missing,17.049912110603493,14
"-37.81581798048559, 144.93759126523724",-37.81581798048559,144.93759126523724,"{""coordinates"": [[144.93749909913282, -37.81585304066043], [144.93768343134164, -37.815782920310745]], ""type"": ""LineString""}",2012-02-15,NA,NA,NA,1503825,0,4.92773763598512,City of Melbourne,375,Concrete,0,NA,NA,Both connections missing,18.00029461965266,14
"-37.81589625044643, 144.9373855082597",-37.81589625044643,144.9373855082597,"{""coordinates"": [[144.93727191393018, -37.81593946197424], [144.9374991025892, -37.815853038918625]], ""type"": ""LineString""}",2012-02-15,NA,NA,NA,1503756,0,4.92773766223645,City of Melbourne,375,Concrete,0,NA,NA,Both connections missing,22.185268322596297,14
"-37.7974093232492, 144.92345181296974",-37.7974093232492,144.92345181296974,"{""coordinates"": [[144.9234887834976, -37.79745033912376], [144.92341484244187, -37.79736830737463]], ""type"": ""LineString""}",NA,1511312,NA,1511313,1511419,NA,5,City of Melbourne,NA,Unknown,NA,NA,NA,Both connections recorded,11.194149820840629,NA
"-37.81349433447744, 144.97757902556654",-37.81349433447744,144.97757902556654,"{""coordinates"": [[144.9776175079846, -37.81326157998752], [144.97754054314848, -37.81372708896736]], ""type"": ""LineString""}",1938-01-01,1147165,NA,1147166,1132727,0,3.32510628991654,City of Melbourne,450,Concrete,0,RCP 450 & 525 Diameter,NA,Both connections recorded,52.11078075393433,88
"-37.80721289996835, 144.95503764921494",-37.80721289996835,144.95503764921494,"{""coordinates"": [[144.95500780704188, -37.80738136386698], [144.955067491388, -37.80704443606971]], ""type"": ""LineString""}",1995-01-01,1143623,NA,1143619,1128837,0,4.51848349228155,City of Melbourne,300,Concrete,0,RCP up to 375 Diameter,NA,Both connections recorded,37.7641116691474,31
"-37.83671592608573, 144.977282255087",-37.83671592608573,144.977282255087,"{""coordinates"": [[144.97732175189643, -37.83652242542337], [144.9772427582776, -37.83690942674809]], ""type"": ""LineString""}",1989-01-01,1142538,NA,1142112,1132306,0,4.37733780134445,City of Melbourne,300,Concrete,0,RCP up to 375 Diameter,NA,Both connections recorded,43.51377565044508,37
"-37.83267445871428, 144.97294404536933",-37.83267445871428,144.97294404536933,"{""coordinates"": [[144.97297826083795, -37.83255913513728], [144.9729098299007, -37.83278978229128]], ""type"": ""LineString""}",NA,1472908,NA,1472901,1473414,NA,2,City of Melbourne,250,Plastic,NA,NA,NA,Both connections recorded,26.29951666587682,NA
"-37.83253474853032, 144.972909362111",-37.83253474853032,144.972909362111,"{""coordinates"": [[144.97284046338407, -37.832510361923354], [144.97297826083795, -37.83255913513728]], ""type"": ""LineString""}",NA,1472901,NA,1472902,1473415,NA,3,City of Melbourne,150,Plastic,NA,NA,NA,Both connections recorded,13.283692454578,NA
"-37.816567543004716, 144.95476846921997",-37.816567543004716,144.95476846921997,"{""coordinates"": [[144.95476474025966, -37.8165594798598], [144.95477219818025, -37.816575606149634]], ""type"": ""LineString""}",1972-01-01,1149007,NA,1140230,1127769,0,3.96511625348081,City of Melbourne,300,Earthenware,0,Earthenware,NA,Both connections recorded,1.906563533193789,54
"-37.81105863647548, 144.9816588899517",-37.81105863647548,144.9816588899517,"{""coordinates"": [[144.98168135927756, -37.81101562985229], [144.98163642062585, -37.81110164309867]], ""type"": ""LineString""}",NA,NA,NA,1154646,1154395,0,NA,City of Melbourne,150,Plastic,0,Unknown,NA,Downstream missing,10.33449523226482,NA
"-37.82587464819314, 144.96642589308098",-37.82587464819314,144.96642589308098,"{""coordinates"": [[144.96645773188482, -37.825853500539644], [144.96639405427715, -37.82589579584664]], ""type"": ""LineString""}",1981-01-01,1152025,NA,1141841,1138857,0,4.27061905667881,City of Melbourne,1050,Concrete,0,RCP 600 Diameter and above,NA,Both connections recorded,7.312131577145356,45
"-37.80467214685408, 144.94388457595898",-37.80467214685408,144.94388457595898,"{""coordinates"": [[144.9443026971133, -37.804716978295176], [144.94346645480462, -37.80462731541299]], ""type"": ""LineString""}",1940-01-01,1144491,NA,1144492,1137614,0,3.20320744214967,City of Melbourne,225,Earthenware,0,Unknown,NA,Both connections recorded,74.31299944370906,86
"-37.82143995719679, 144.95033089087553",-37.82143995719679,144.95033089087553,"{""coordinates"": [[144.9503921065146, -37.821410047296375], [144.95026967523646, -37.82146986709719]], ""type"": ""LineString""}",2005-01-01,1153790,0.98,1153791,1139366,0,4.77376738249985,City of Melbourne,375,Concrete,0,RCP up to 375 Diameter,0.85,Both connections recorded,12.660208905142378,21
"-37.81734274251697, 144.96466830955012",-37.81734274251697,144.96466830955012,"{""coordinates"": [[144.96460639167958, -37.817207067208024], [144.96473022742063, -37.817478417825924]], ""type"": ""LineString""}",1884-01-01,1150412,NA,1148917,1131742,2150,NA,4,NA,Brick,2600,Main Drain,NA,Both connections recorded,32.03102517422425,142
"-37.832505186598695, 144.9728564855548",-37.832505186598695,144.9728564855548,"{""coordinates"": [[144.97286533121138, -37.83250889764818], [144.9728476398982, -37.83250147554921]], ""type"": ""LineString""}",NA,1472903,NA,NA,1473480,NA,3,City of Melbourne,100,Unknown,NA,NA,NA,Upstream missing,1.7618580764856713,NA
"-37.80962122480467, 144.95156351618922",-37.80962122480467,144.95156351618922,"{""coordinates"": [[144.9519103266565, -37.80948967742426], [144.95121670572195, -37.809752772185085]], ""type"": ""LineString""}",2012-11-02,NA,NA,NA,1516929,0,4.94318791039814,City of Melbourne,375,Concrete,0,NA,NA,Both connections missing,67.70120074323424,14
"-37.814321232100994, 144.9742502490074",-37.814321232100994,144.9742502490074,"{""coordinates"": [[144.9741984726535, -37.81432938825681], [144.97430202536134, -37.814313075945186]], ""type"": ""LineString""}",1906-01-01,1148928,NA,1143324,1127539,0,2.39372037698522,City of Melbourne,300,Earthenware,0,Earthenware,NA,Both connections recorded,9.296192266075584,120
"-37.82192572266632, 144.93684161335864",-37.82192572266632,144.93684161335864,"{""coordinates"": [[144.93687594003484, -37.8219335128219], [144.93680728668244, -37.821917932510736]], ""type"": ""LineString""}",2012-02-15,NA,NA,NA,1506115,0,4.92926695334451,City of Melbourne,750,Concrete,0,NA,NA,Both connections missing,6.287052179094122,14
"-37.82198303230746, 144.93679626139692",-37.82198303230746,144.93679626139692,"{""coordinates"": [[144.9367866477412, -37.82197500698143], [144.9368058750526, -37.82199105763349]], ""type"": ""LineString""}",2012-02-15,NA,NA,NA,1506116,0,4.92773758978878,City of Melbourne,600,Concrete,0,NA,NA,Both connections missing,2.457548881997174,14
"-37.82197376787272, 144.93718080365906",-37.82197376787272,144.93718080365906,"{""coordinates"": [[144.93743821781254, -37.82203216383491], [144.93692338950558, -37.821915371910535]], ""type"": ""LineString""}",2012-02-15,NA,NA,NA,1506117,0,4.92926695259122,City of Melbourne,750,Concrete,0,NA,NA,Both connections missing,47.144938281170504,14
"-37.82187894824111, 144.93682132285784",-37.82187894824111,144.93682132285784,"{""coordinates"": [[144.93680728668244, -37.821917932510736], [144.93683535903324, -37.82183996397147]], ""type"": ""LineString""}",2012-02-15,NA,NA,NA,1506118,0,4.9277375890192,City of Melbourne,375,Concrete,0,NA,NA,Both connections missing,9.000004971054485,14
"-37.82191849730881, 144.93687423148307",-37.82191849730881,144.93687423148307,"{""coordinates"": [[144.9368725229313, -37.821903481795715], [144.93687594003484, -37.8219335128219]], ""type"": ""LineString""}",2012-02-15,NA,NA,NA,1506119,0,4.92926695184838,City of Melbourne,750,Concrete,0,NA,NA,Both connections missing,3.3467870635485846,14
